filename,Name,ID,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Item Name,Population,Type,Number of contained Mito,Compartment ROIs ID,ExtracellularBackground
GTY030 II 25C 17 03 m-35.csv,Mito 19,20,0.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413.81,1072.94,698.09,171031.08,116.18,NA,NA,NA,NA,NA,81.13,33.52,2.79,GTY030 II 25C 17,Mito,Object,NA,1,522.23
GTY030 II 25C 17 03 m-35.csv,Mito 20,21,0.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419.02,1214.17,778.37,106636.65,206.94,NA,NA,NA,NA,NA,77.25,29.67,3.13,GTY030 II 25C 17,Mito,Object,NA,1,522.23
GTY030 II 25C 17 03 m-35.csv,Mito 21,22,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470.2,2117.41,882.7,780308.19,318.67,NA,NA,NA,NA,NA,78.78,31.51,2.93,GTY030 II 25C 17,Mito,Object,NA,1,522.23
GTY030 II 25C 17 03 m-50.csv,ROIs 1,1,377.07,444,3347,623.12,197000000,99.76,209,1361,337.92,107000000,87.48,18.41,33900.3,619.99,196000000,446.6,1e-6,21697.54,346.33,110000000,535.46,NA,NA,NA,GTY030 II 25C 17,ROIs,Object,9,NA,522.23
GTY030 II 25C 17 03 m-50.csv,Mito 6,7,0.191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.36,1548.43,871.91,139505.83,225.4,NA,NA,NA,NA,NA,78.33,33.25,2.42,GTY030 II 25C 17,Mito,Object,NA,1,522.23
GTY030 II 25C 17 03 m-50.csv,Mito 10,11,0.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426.3,1396.61,782.53,106424.59,219.66,NA,NA,NA,NA,NA,72.84,30.13,2.29,GTY030 II 25C 17,Mito,Object,NA,1,522.23
GTY030 II 25C 17 03 m-50.csv,Mito 11,12,0.374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.31,1291.95,643.66,202108.25,230.93,NA,NA,NA,NA,NA,77.42,30.41,2.56,GTY030 II 25C 17,Mito,Object,NA,1,522.23
GTY030 II 25C 17 03 m-50.csv,Mito 12,13,1.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470.2,3922.98,876.55,1048349.38,333.5,NA,NA,NA,NA,NA,78.78,31.5,2.96,GTY030 II 25C 17,Mito,Object,NA,1,522.23
GTY030 II 25C 17 03 m-50.csv,Mito 13,14,0.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413.81,1170.86,702.26,217700.5,123.81,NA,NA,NA,NA,NA,81.14,33.51,2.79,GTY030 II 25C 17,Mito,Object,NA,1,522.23
GTY030 II 25C 17 03 m-50.csv,Mito 16,17,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376.26,1385.12,720.2,196615.78,191.94,NA,NA,NA,NA,NA,74.1,31.49,3.04,GTY030 II 25C 17,Mito,Object,NA,1,522.23
GTY030 II 25C 17 03 m-50.csv,Mito 17,18,0.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354.39,1261.94,725.33,369919.78,158.44,NA,NA,NA,NA,NA,76.16,31.95,2.78,GTY030 II 25C 17,Mito,Object,NA,1,522.23
GTY030 II 25C 17 03 m-50.csv,Mito 20,21,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413.47,1214.17,753.09,131037.63,206.32,NA,NA,NA,NA,NA,77.25,29.67,3.16,GTY030 II 25C 17,Mito,Object,NA,1,522.23
GTY030 II 25C 17 03 m-50.csv,Mito 24,25,0.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.85,2884.28,814.09,602425.94,247.19,NA,NA,NA,NA,NA,76.22,27.41,2.32,GTY030 II 25C 17,Mito,Object,NA,1,522.23
GTY030 II 25C 17 04 m-25.csv,ROIs 1,1,185.31,407,728,566.57,88175695,36.79,215,2091,433.37,67445597,173.2,240.71,1395.5,565.12,87950336,104.71,1e-6,32008.59,466.26,72563800,1079.09,NA,NA,NA,GTY030 II 25C 17,ROIs,Object,1,NA,522.23
GTY030 II 25C 17 04 m-25.csv,Mito 8,9,3.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376.87,1395.5,727.51,1947532.38,158.29,NA,NA,NA,NA,NA,53.63,26.31,2.64,GTY030 II 25C 17,Mito,Object,NA,1,522.23
GTY030 II 25C 17 04 m-35.csv,ROIs 1,1,185.31,407,728,566.57,88175695,36.79,215,2091,433.37,67445597,173.2,240.71,1395.5,565.12,87950336,104.71,1e-6,32008.59,466.26,72563800,1079.09,NA,NA,NA,GTY030 II 25C 17,ROIs,Object,1,NA,522.23
GTY030 II 25C 17 04 m-35.csv,Mito 25,26,3.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376.87,1395.5,723.3,2101197.75,159.31,NA,NA,NA,NA,NA,53.63,26.31,2.65,GTY030 II 25C 17,Mito,Object,NA,1,522.23
GTY030 II 25C 17 04 m-50.csv,ROIs 1,1,185.31,407,728,566.57,88175695,36.79,215,2091,433.37,67445597,173.2,240.71,1395.5,565.12,87950336,104.71,1e-6,32008.59,466.26,72563800,1079.09,NA,NA,NA,GTY030 II 25C 17,ROIs,Object,1,NA,522.23
GTY030 II 25C 17 04 m-50.csv,Mito 19,20,4.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369.49,1395.5,716.82,2473026.75,161.08,NA,NA,NA,NA,NA,53.66,26.29,2.67,GTY030 II 25C 17,Mito,Object,NA,1,522.23
GTY030 II 25C 18 01 m-25.csv,ROIs 1,1,257.47,424,1182,556,120000000,38.92,218,1633,378.18,81776795,109.92,271.46,8894.44,551.96,119000000,126.95,0.292,23784.57,395.06,85426800,624.39,NA,NA,NA,GTY030 II 25C 18,ROIs,Object,7,NA,522.42
GTY030 II 25C 18 01 m-25.csv,Mito 1,2,0.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.99,941.19,669.62,119861.44,100.58,NA,NA,NA,NA,NA,22.73,13.25,2.23,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 01 m-25.csv,Mito 4,5,0.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436.1,983.69,667.19,507066.53,104.04,NA,NA,NA,NA,NA,17.98,13.44,2.44,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 01 m-25.csv,Mito 5,6,0.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.5,827.79,630.25,141175.27,95.2,NA,NA,NA,NA,NA,23.01,16.99,2.54,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 01 m-25.csv,Mito 15,16,0.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434.31,830.2,608.42,128375.86,85.4,NA,NA,NA,NA,NA,19.41,12.9,2.65,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 01 m-25.csv,Mito 22,23,0.0345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471.59,774.91,608.2,17637.92,87.41,NA,NA,NA,NA,NA,18.63,13.02,2.84,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 01 m-25.csv,Mito 23,24,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419.45,996.08,663.64,689522.19,112.31,NA,NA,NA,NA,NA,23.59,15.16,2.47,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 01 m-25.csv,Mito 24,25,0.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334.95,2739.33,652.72,404033.53,211.77,NA,NA,NA,NA,NA,21.21,15.23,2.61,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 01 m-35.csv,ROIs 1,1,257.47,424,1182,556,120000000,38.92,218,1633,378.18,81776795,109.92,271.46,8894.44,551.96,119000000,126.95,0.292,23784.57,395.06,85426800,624.39,NA,NA,NA,GTY030 II 25C 18,ROIs,Object,7,NA,522.42
GTY030 II 25C 18 01 m-35.csv,Mito 4,5,0.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.99,941.19,666.2,140568.59,100.87,NA,NA,NA,NA,NA,22.72,13.26,2.22,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 01 m-35.csv,Mito 5,6,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436.1,983.69,665.23,564778.06,105.51,NA,NA,NA,NA,NA,17.98,13.44,2.44,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 01 m-35.csv,Mito 6,7,0.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.5,827.79,624.83,160580.98,96.68,NA,NA,NA,NA,NA,23.01,17,2.56,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 01 m-35.csv,Mito 13,14,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434.31,830.53,609.58,145081,87.87,NA,NA,NA,NA,NA,19.42,12.92,2.67,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 01 m-35.csv,Mito 22,23,0.0393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471.59,774.91,602.64,19887.11,84.22,NA,NA,NA,NA,NA,18.64,13.02,2.84,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 01 m-35.csv,Mito 23,24,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392.21,996.08,657.63,799673.38,113.76,NA,NA,NA,NA,NA,23.59,15.16,2.47,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 01 m-35.csv,Mito 24,25,0.853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326.47,2739.33,652.03,466850.53,221.93,NA,NA,NA,NA,NA,21.22,15.23,2.62,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 01 m-50.csv,ROIs 1,1,257.47,424,1182,556,120000000,38.92,218,1633,378.18,81776795,109.92,271.46,8894.44,551.96,119000000,126.95,0.292,23784.57,395.06,85426800,624.39,NA,NA,NA,GTY030 II 25C 18,ROIs,Object,6,NA,522.42
GTY030 II 25C 18 01 m-50.csv,Mito 1,2,0.313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.85,941.19,658.37,173150.91,101.59,NA,NA,NA,NA,NA,22.72,13.26,2.23,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 01 m-50.csv,Mito 6,7,0.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.5,842.32,623.04,191274.16,98.24,NA,NA,NA,NA,NA,23.02,17,2.54,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 01 m-50.csv,Mito 15,16,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436.1,983.69,658.82,744462.94,105.22,NA,NA,NA,NA,NA,18.02,13.42,2.47,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 01 m-50.csv,Mito 16,17,0.338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434.31,910.86,610.96,173513.98,96.6,NA,NA,NA,NA,NA,19.42,12.91,2.69,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 01 m-50.csv,Mito 23,24,1.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392.21,1131.54,650.89,1017336.81,116.5,NA,NA,NA,NA,NA,23.58,15.13,2.49,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 01 m-50.csv,Mito 24,25,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326.47,2739.33,648.62,614895.88,223.96,NA,NA,NA,NA,NA,21.24,15.22,2.63,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 02 m-25.csv,ROIs 1,1,283.58,431,974,569.84,136000000,38,216,2135,361.79,86163885,120.48,256.85,6090.6,566.2,135000000,116.07,5.57,28679.12,377.11,89811728,827.39,NA,NA,NA,GTY030 II 25C 18,ROIs,Object,8,NA,522.42
GTY030 II 25C 18 02 m-25.csv,Mito 3,4,0.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573.35,1107.03,799.31,158263.83,116.67,NA,NA,NA,NA,NA,50.36,53.4,2.29,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 02 m-25.csv,Mito 12,13,0.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.35,1074.11,713.68,287611.38,138.81,NA,NA,NA,NA,NA,44.08,50.44,2.65,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 02 m-25.csv,Mito 13,14,0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.9,909.32,684.14,59519.93,106.95,NA,NA,NA,NA,NA,46.44,51.64,2.36,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 02 m-25.csv,Mito 14,15,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432.03,975.36,664.92,209451.08,119.21,NA,NA,NA,NA,NA,45.81,54.37,2.52,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 02 m-25.csv,Mito 18,19,0.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408.65,1044.96,620.37,118489.95,134.63,NA,NA,NA,NA,NA,46.35,50.3,2.56,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 02 m-25.csv,Mito 19,20,0.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.98,1178.6,718.09,277901.69,165.38,NA,NA,NA,NA,NA,43.97,51.93,2.91,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 02 m-25.csv,Mito 20,21,0.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423.47,1250.03,660.95,112360.91,169.5,NA,NA,NA,NA,NA,49.99,52.53,2.7,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 02 m-25.csv,Mito 21,22,0.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356.26,1114.96,714.58,380870.41,154.63,NA,NA,NA,NA,NA,47.09,54.77,2.83,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 02 m-35.csv,ROIs 1,1,283.58,431,974,569.84,136000000,38,216,2135,361.79,86163885,120.48,256.85,6090.6,566.2,135000000,116.07,5.57,28679.12,377.11,89811728,827.39,NA,NA,NA,GTY030 II 25C 18,ROIs,Object,8,NA,522.42
GTY030 II 25C 18 02 m-35.csv,Mito 3,4,0.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573.35,1107.03,798.98,173378.88,115.33,NA,NA,NA,NA,NA,50.36,53.41,2.29,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 02 m-35.csv,Mito 10,11,0.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.9,914.73,684.55,68454.55,109.44,NA,NA,NA,NA,NA,46.43,51.64,2.37,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 02 m-35.csv,Mito 11,12,0.413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432.03,975.36,662.02,229722.27,116.81,NA,NA,NA,NA,NA,45.82,54.35,2.54,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 02 m-35.csv,Mito 12,13,0.706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356.26,1114.96,714.3,423581.75,153.4,NA,NA,NA,NA,NA,47.09,54.77,2.82,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 02 m-35.csv,Mito 18,19,0.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408.65,1044.96,619.46,136282.17,135.59,NA,NA,NA,NA,NA,46.34,50.3,2.56,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 02 m-35.csv,Mito 19,20,0.558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.35,1074.11,712.55,334183.97,142.69,NA,NA,NA,NA,NA,44.09,50.44,2.64,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 02 m-35.csv,Mito 20,21,0.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.98,1178.6,712.53,302824.13,165.09,NA,NA,NA,NA,NA,43.98,51.93,2.91,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 02 m-35.csv,Mito 21,22,0.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423.47,1315.23,666.78,125354.19,179.17,NA,NA,NA,NA,NA,49.99,52.54,2.7,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 02 m-50.csv,ROIs 1,1,283.58,431,974,569.84,136000000,38,216,2135,361.79,86163885,120.48,256.85,6090.6,566.2,135000000,116.07,5.57,28679.12,377.11,89811728,827.39,NA,NA,NA,GTY030 II 25C 18,ROIs,Object,9,NA,522.42
GTY030 II 25C 18 02 m-50.csv,Mito 5,6,0.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573.35,1107.03,794.31,209698.05,112.95,NA,NA,NA,NA,NA,50.36,53.4,2.29,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 02 m-50.csv,Mito 11,12,0.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338.59,1074.11,703.3,411428.31,147.27,NA,NA,NA,NA,NA,44.09,50.43,2.64,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 02 m-50.csv,Mito 12,13,0.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440.9,1114.95,692.45,81708.6,118.02,NA,NA,NA,NA,NA,46.42,51.64,2.36,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 02 m-50.csv,Mito 13,14,0.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432.03,1002.87,659,270849.72,114.68,NA,NA,NA,NA,NA,45.83,54.34,2.55,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 02 m-50.csv,Mito 14,15,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356.26,1114.96,695.74,514154.38,158.57,NA,NA,NA,NA,NA,47.09,54.76,2.85,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 02 m-50.csv,Mito 19,20,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408.65,1044.96,619.39,171569.94,134.25,NA,NA,NA,NA,NA,46.35,50.3,2.57,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 02 m-50.csv,Mito 20,21,0.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.98,1178.6,691.56,364453.06,165.01,NA,NA,NA,NA,NA,43.98,51.92,2.95,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 02 m-50.csv,Mito 21,22,0.263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388.9,1315.23,668.56,147751.2,189.42,NA,NA,NA,NA,NA,49.99,52.54,2.72,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 02 m-50.csv,Mito 27,28,0.0191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,967.82,4552.75,2580.65,41290.34,1119.04,NA,NA,NA,NA,NA,48.6,53.59,2.91,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 03 m-25.csv,ROIs 1,1,403.25,437,1026,576.95,195000000,42.57,219,1566,365.35,124000000,97.67,248.57,6431.33,568.82,193000000,120.57,4.38,19374.23,374.26,127000000,616.44,NA,NA,NA,GTY030 II 25C 18,ROIs,Object,7,NA,522.42
GTY030 II 25C 18 03 m-25.csv,Mito 2,3,0.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,1173.28,717.45,373074.19,147.19,NA,NA,NA,NA,NA,69.88,48.06,2.59,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 03 m-25.csv,Mito 11,12,0.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434.23,1049.15,612.9,220031.28,101.53,NA,NA,NA,NA,NA,64.95,47.05,2.62,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 03 m-25.csv,Mito 16,17,0.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354.04,1172.69,630.74,442782.81,120.41,NA,NA,NA,NA,NA,66.19,49.4,2.96,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 03 m-25.csv,Mito 17,18,0.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374.48,1159.81,708.5,181374.8,168.06,NA,NA,NA,NA,NA,62.07,49.73,2.67,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 03 m-25.csv,Mito 26,27,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402.64,1106.55,673.46,712519.25,117.35,NA,NA,NA,NA,NA,62.56,46.3,2.55,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 03 m-25.csv,Mito 27,28,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376.16,997.01,646.83,560157.31,120.99,NA,NA,NA,NA,NA,64.44,51.32,2.73,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 03 m-25.csv,Mito 28,29,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.7,979.81,593.77,213756.63,116.08,NA,NA,NA,NA,NA,67.42,47.68,3.07,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 03 m-35.csv,ROIs 1,1,403.25,437,1026,576.95,195000000,42.57,219,1566,365.35,124000000,97.67,248.57,6431.33,568.82,193000000,120.57,4.38,19374.23,374.26,127000000,616.44,NA,NA,NA,GTY030 II 25C 18,ROIs,Object,7,NA,522.42
GTY030 II 25C 18 03 m-35.csv,Mito 2,3,0.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,1173.28,713.48,410962.84,148.07,NA,NA,NA,NA,NA,69.87,48.05,2.59,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 03 m-35.csv,Mito 14,15,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402.64,1106.55,669.98,836810.06,117.3,NA,NA,NA,NA,NA,62.56,46.31,2.56,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 03 m-35.csv,Mito 15,16,0.507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434.23,1288.9,620.61,264379.44,108.22,NA,NA,NA,NA,NA,64.95,47.06,2.63,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 03 m-35.csv,Mito 16,17,0.956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354.04,1309.5,631.65,507214.59,123.67,NA,NA,NA,NA,NA,66.18,49.4,2.96,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 03 m-35.csv,Mito 17,18,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374.48,1159.81,702.1,191673.66,171.72,NA,NA,NA,NA,NA,62.06,49.73,2.69,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 03 m-35.csv,Mito 25,26,0.501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.7,979.81,591.09,248848.05,116.08,NA,NA,NA,NA,NA,67.45,47.72,3.08,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 03 m-35.csv,Mito 26,27,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376.16,997.01,644.92,639114.38,121.17,NA,NA,NA,NA,NA,64.44,51.34,2.73,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 03 m-50.csv,ROIs 1,1,403.25,437,1026,576.95,195000000,42.57,219,1566,365.35,124000000,97.67,248.57,6431.33,568.82,193000000,120.57,4.38,19374.23,374.26,127000000,616.44,NA,NA,NA,GTY030 II 25C 18,ROIs,Object,7,NA,522.42
GTY030 II 25C 18 03 m-50.csv,Mito 4,5,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389.34,1180.28,704.54,514312.25,148.85,NA,NA,NA,NA,NA,69.87,48.04,2.6,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 03 m-50.csv,Mito 9,10,0.608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434.23,1288.9,626.21,319995.81,110.76,NA,NA,NA,NA,NA,64.95,47.05,2.64,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 03 m-50.csv,Mito 10,11,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354.04,1343.88,628.41,655432.19,132.01,NA,NA,NA,NA,NA,66.17,49.38,2.98,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 03 m-50.csv,Mito 17,18,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.17,1141.5,671.7,1131809.38,117.95,NA,NA,NA,NA,NA,62.55,46.37,2.55,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 03 m-50.csv,Mito 18,19,0.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374.48,1159.81,693.1,231494.03,171.6,NA,NA,NA,NA,NA,62.06,49.74,2.69,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 03 m-50.csv,Mito 25,26,0.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.7,1029.68,589.95,321522.53,115.84,NA,NA,NA,NA,NA,67.48,47.74,3.07,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 03 m-50.csv,Mito 26,27,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369.12,1003.87,640.56,781483.81,123.28,NA,NA,NA,NA,NA,64.44,51.34,2.75,GTY030 II 25C 18,Mito,Object,NA,1,522.42
GTY030 II 25C 18 04 m-25.csv,ROIs 1,1,212.46,420,718,553.4,98746871,32.62,210,1147,321.22,57316765,72.1,264.64,2113.5,549.22,98000984,84.67,19.05,13727.9,330.17,58914524,394.42,NA,NA,NA,GTY030 II 25C 18,ROIs,Object,6,NA,522.42
GTY030 II 25C 18 04 m-25.csv,Mito 6,7,0.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393.93,976.57,657.4,224173.58,114.47,NA,NA,NA,NA,NA,45.79,38.81,2.67,GTY030 II 25C 18,Mito,Object,NA,1,522.42
