filename,Name,ID,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Item Name,Population,Type,Number of contained Mito,Compartment ROIs ID,ExtracellularBackground
GTY030 II 25C 01 m-25.csv,ROIs 1,1,229.79,420,781,575.24,111000000,43.04,210,2464,473.03,91289482,196.82,245.88,2816.94,571.83,110000000,112.58,1e-6,32035.84,503.22,97116536,1138.13,NA,NA,NA,GTY030 II 25C,ROIs,Object,3,NA,NA
GTY030 II 25C 01 m-25.csv,Mito 8,9,0.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432.51,1286.24,767.55,164256.3,176.74,NA,NA,NA,NA,NA,17.06,15.86,2.19,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 01 m-25.csv,Mito 23,24,0.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392.93,908.28,579.34,119923.67,108.17,NA,NA,NA,NA,NA,16.5,15.7,3.71,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 01 m-25.csv,Mito 24,25,4.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.05,2635.59,683.65,2432441,166.4,NA,NA,NA,NA,NA,14.62,14.81,2.76,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 01 m-35.csv,ROIs 1,1,229.79,420,781,575.24,111000000,43.04,210,2464,473.03,91289482,196.82,245.88,2816.94,571.83,110000000,112.58,1e-6,32035.84,503.22,97116536,1138.13,NA,NA,NA,GTY030 II 25C,ROIs,Object,3,NA,NA
GTY030 II 25C 01 m-35.csv,Mito 6,7,4.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.05,2635.59,682.32,2686296.25,167.89,NA,NA,NA,NA,NA,14.61,14.8,2.75,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 01 m-35.csv,Mito 8,9,0.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432.51,1286.24,760.12,177108.89,179.11,NA,NA,NA,NA,NA,17.06,15.87,2.2,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 01 m-35.csv,Mito 23,24,0.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392.93,908.28,576.75,140728,107.08,NA,NA,NA,NA,NA,16.5,15.69,3.72,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 01 m-50.csv,ROIs 1,1,229.79,420,781,575.24,111000000,43.04,210,2464,473.03,91289482,196.82,245.88,2816.94,571.83,110000000,112.58,1e-6,32035.84,503.22,97116536,1138.13,NA,NA,NA,GTY030 II 25C,ROIs,Object,3,NA,NA
GTY030 II 25C 01 m-50.csv,Mito 8,9,0.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424.84,1350.93,763.37,221376.86,192.05,NA,NA,NA,NA,NA,17.06,15.87,2.19,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 01 m-50.csv,Mito 11,12,5.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.05,2635.59,678.14,3285586,168.05,NA,NA,NA,NA,NA,14.61,14.79,2.74,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 01 m-50.csv,Mito 24,25,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367.55,1137.59,579.57,181406.34,121.01,NA,NA,NA,NA,NA,16.5,15.68,3.71,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 02 m-25.csv,ROIs 1,1,222.74,442,3038,629.85,118000000,98.97,234,1843,429.93,80425417,140.02,26.66,54470.19,636.02,119000000,570.31,19.45,22880.91,461.78,86384088,824.93,NA,NA,NA,GTY030 II 25C,ROIs,Object,3,NA,NA
GTY030 II 25C 02 m-25.csv,Mito 12,13,0.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.57,1007.5,709.75,148338.23,106.52,NA,NA,NA,NA,NA,33.96,33.92,2.48,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 02 m-25.csv,Mito 14,15,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554.24,1038.23,773.69,92843.02,111.74,NA,NA,NA,NA,NA,37.44,39.18,2.39,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 02 m-25.csv,Mito 20,21,3.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.32,28963.29,980.72,2813688.25,1450.88,NA,NA,NA,NA,NA,36.86,36.19,2.38,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 02 m-35.csv,ROIs 1,1,222.74,442,3038,629.85,118000000,98.97,234,1843,429.93,80425417,140.02,26.66,54470.19,636.02,119000000,570.31,19.45,22880.91,461.78,86384088,824.93,NA,NA,NA,GTY030 II 25C,ROIs,Object,3,NA,NA
GTY030 II 25C 02 m-35.csv,Mito 11,12,0.287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.57,1007.5,708.68,170791.28,109.36,NA,NA,NA,NA,NA,33.97,33.92,2.48,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 02 m-35.csv,Mito 14,15,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554.24,1038.23,773.01,102810.76,113.36,NA,NA,NA,NA,NA,37.45,39.18,2.39,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 02 m-35.csv,Mito 19,20,3.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.32,28963.29,985.6,3196295.75,1555.59,NA,NA,NA,NA,NA,36.86,36.21,2.38,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 02 m-50.csv,ROIs 1,1,222.74,442,3038,629.85,118000000,98.97,234,1843,429.93,80425417,140.02,26.66,54470.19,636.02,119000000,570.31,19.45,22880.91,461.78,86384088,824.93,NA,NA,NA,GTY030 II 25C,ROIs,Object,3,NA,NA
GTY030 II 25C 02 m-50.csv,Mito 12,13,0.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422.33,1007.5,699.61,215480.53,111.46,NA,NA,NA,NA,NA,33.97,33.93,2.5,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 02 m-50.csv,Mito 14,15,0.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472.34,1038.23,762.17,125758.63,122.19,NA,NA,NA,NA,NA,37.45,39.18,2.41,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 02 m-50.csv,Mito 18,19,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.06,29234.97,969.75,3908106.5,1559.98,NA,NA,NA,NA,NA,36.83,36.17,2.37,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 03 m-25.csv,ROIs 1,1,167.16,436,765,593.73,83350746,45.48,230,1798,416.86,58520933,132.73,235.84,1718.12,593.9,83374280,120.55,12.29,18058.5,449.21,63062112,774.88,NA,NA,NA,GTY030 II 25C,ROIs,Object,6,NA,NA
GTY030 II 25C 03 m-25.csv,Mito 2,3,0.0441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632.09,910.87,781.12,28901.31,74.98,NA,NA,NA,NA,NA,43.25,56.51,1.29,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 03 m-25.csv,Mito 3,4,0.0774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,607.82,912.37,799.09,51941.14,67.77,NA,NA,NA,NA,NA,43.95,57.35,1.24,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 03 m-25.csv,Mito 5,6,0.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584.44,1209.09,802.92,175838.61,96.98,NA,NA,NA,NA,NA,45.31,56.8,1.79,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 03 m-25.csv,Mito 6,7,0.0381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669.91,804.77,759.73,24311.23,32.75,NA,NA,NA,NA,NA,44.49,57.31,1.23,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 03 m-25.csv,Mito 15,16,0.105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553.95,1015.38,764.12,67242.69,118.84,NA,NA,NA,NA,NA,44.89,59.38,2.39,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 03 m-25.csv,Mito 29,30,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360.85,1533.33,723.47,1321047.13,183.06,NA,NA,NA,NA,NA,43.11,56.9,3.04,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 03 m-35.csv,ROIs 1,1,167.16,436,765,593.73,83350746,45.48,230,1798,416.86,58520933,132.73,235.84,1718.12,593.9,83374280,120.55,12.29,18058.5,449.21,63062112,774.88,NA,NA,NA,GTY030 II 25C,ROIs,Object,5,NA,NA
GTY030 II 25C 03 m-35.csv,Mito 2,3,0.0691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,613.48,910.87,769.12,44608.71,79.61,NA,NA,NA,NA,NA,43.25,56.52,1.26,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 03 m-35.csv,Mito 3,4,0.176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,606.45,912.37,779.71,115396.38,62.18,NA,NA,NA,NA,NA,44.16,57.33,1.24,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 03 m-35.csv,Mito 5,6,0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584.44,1241.46,797.92,203469,101.45,NA,NA,NA,NA,NA,45.29,56.81,1.79,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 03 m-35.csv,Mito 15,16,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553.95,1015.38,762.29,75467.04,117.89,NA,NA,NA,NA,NA,44.89,59.38,2.39,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 03 m-35.csv,Mito 28,29,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.44,1533.33,719.15,1495117.5,182.82,NA,NA,NA,NA,NA,43.1,56.93,3.05,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 03 m-50.csv,ROIs 1,1,167.16,436,765,593.73,83350746,45.48,230,1798,416.86,58520933,132.73,235.84,1718.12,593.9,83374280,120.55,12.29,18058.5,449.21,63062112,774.88,NA,NA,NA,GTY030 II 25C,ROIs,Object,5,NA,NA
GTY030 II 25C 03 m-50.csv,Mito 2,3,0.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,589.81,959.19,772.49,74159.32,87.49,NA,NA,NA,NA,NA,43.25,56.52,1.28,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 03 m-50.csv,Mito 3,4,0.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535.21,1241.46,791.2,269007.34,114.39,NA,NA,NA,NA,NA,45.28,56.81,1.8,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 03 m-50.csv,Mito 4,5,0.279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,606.45,992.09,772.56,180779.53,64.9,NA,NA,NA,NA,NA,44.17,57.32,1.26,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 03 m-50.csv,Mito 15,16,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513.07,1015.38,762.14,92981.48,115.05,NA,NA,NA,NA,NA,44.89,59.38,2.38,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 03 m-50.csv,Mito 23,24,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.44,1533.33,712.3,1824906.12,184.41,NA,NA,NA,NA,NA,43.09,56.96,3.06,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 04 m-25.csv,ROIs 1,1,204.51,452,1822,629.21,108000000,69.69,220,1984,392.14,67352800,137.41,226.06,14252.91,634.54,109000000,272.38,1.94,24441.57,415.25,71322936,753.42,NA,NA,NA,GTY030 II 25C,ROIs,Object,3,NA,NA
GTY030 II 25C 04 m-25.csv,Mito 11,12,0.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475.11,1211.91,717.17,465445.25,115.02,NA,NA,NA,NA,NA,56.15,52.73,2.43,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 04 m-25.csv,Mito 17,18,0.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435.37,1548.54,809.54,454151.31,184.64,NA,NA,NA,NA,NA,54.95,50.23,2.34,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 04 m-25.csv,Mito 18,19,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434.3,5591.94,966.78,1024782.31,409.76,NA,NA,NA,NA,NA,57.16,54.27,2.98,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 04 m-35.csv,ROIs 1,1,204.51,452,1822,629.21,108000000,69.69,220,1984,392.14,67352800,137.41,226.06,14252.91,634.54,109000000,272.38,1.94,24441.57,415.25,71322936,753.42,NA,NA,NA,GTY030 II 25C,ROIs,Object,3,NA,NA
GTY030 II 25C 04 m-35.csv,Mito 10,11,0.918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449.04,1349.26,719.42,554669.88,121.49,NA,NA,NA,NA,NA,56.14,52.74,2.43,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 04 m-35.csv,Mito 17,18,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429.63,5591.94,955.8,1134530.38,415.51,NA,NA,NA,NA,NA,57.18,54.27,2.99,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 04 m-35.csv,Mito 21,22,0.782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435.37,1548.54,801.99,526904.94,182.13,NA,NA,NA,NA,NA,54.96,50.28,2.33,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 04 m-50.csv,ROIs 1,1,204.51,452,1822,629.21,108000000,69.69,220,1984,392.14,67352800,137.41,226.06,14252.91,634.54,109000000,272.38,1.94,24441.57,415.25,71322936,753.42,NA,NA,NA,GTY030 II 25C,ROIs,Object,2,NA,NA
GTY030 II 25C 04 m-50.csv,Mito 7,8,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429.63,5591.94,937.01,1392393.63,408.67,NA,NA,NA,NA,NA,57.2,54.29,3.01,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 04 m-50.csv,Mito 20,21,2.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392.62,1637.21,757.34,1383661,161.23,NA,NA,NA,NA,NA,55.6,51.65,2.37,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 05 m-25.csv,ROIs 1,1,176.01,439,1119,594.7,87908676,46.17,228,2124,444.46,65699048,164.01,258.46,10442.38,595.31,87998504,174.96,20.84,29300.2,485.19,71719728,1070.4,NA,NA,NA,GTY030 II 25C,ROIs,Object,5,NA,NA
GTY030 II 25C 05 m-25.csv,Mito 4,5,0.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,517.27,1228.08,807.58,423981.63,122.09,NA,NA,NA,NA,NA,54.62,36.76,1.66,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 05 m-25.csv,Mito 10,11,0.0976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661.6,1123.68,857.07,70279.67,107.82,NA,NA,NA,NA,NA,55.42,36.55,2.14,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 05 m-25.csv,Mito 13,14,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.07,1398.43,663.28,700419.56,161.45,NA,NA,NA,NA,NA,53.42,35.8,3.67,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 05 m-25.csv,Mito 21,22,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367.36,1667.67,740.75,827421.13,179.88,NA,NA,NA,NA,NA,54.26,40.32,3.22,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 05 m-25.csv,Mito 28,29,0.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388.9,1015.31,588.29,91772.49,125.12,NA,NA,NA,NA,NA,55.06,37.63,3.68,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 05 m-35.csv,ROIs 1,1,176.01,439,1119,594.7,87908676,46.17,228,2124,444.46,65699048,164.01,258.46,10442.38,595.31,87998504,174.96,20.84,29300.2,485.19,71719728,1070.4,NA,NA,NA,GTY030 II 25C,ROIs,Object,5,NA,NA
GTY030 II 25C 05 m-35.csv,Mito 4,5,0.735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,517.27,1228.08,800.84,494118.44,121.96,NA,NA,NA,NA,NA,54.59,36.72,1.64,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 05 m-35.csv,Mito 12,13,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335.19,1398.43,658.5,792173.31,159.71,NA,NA,NA,NA,NA,53.43,35.81,3.69,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 05 m-35.csv,Mito 13,14,0.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661.6,1123.68,851.37,76622.87,108.1,NA,NA,NA,NA,NA,55.43,36.54,2.15,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 05 m-35.csv,Mito 20,21,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367.36,1667.67,743.08,931077.56,184.44,NA,NA,NA,NA,NA,54.26,40.32,3.21,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 05 m-35.csv,Mito 27,28,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388.9,1015.31,593.1,104385.7,127.36,NA,NA,NA,NA,NA,55.05,37.63,3.67,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 05 m-50.csv,ROIs 1,1,176.01,439,1119,594.7,87908676,46.17,228,2124,444.46,65699048,164.01,258.46,10442.38,595.31,87998504,174.96,20.84,29300.2,485.19,71719728,1070.4,NA,NA,NA,GTY030 II 25C,ROIs,Object,5,NA,NA
GTY030 II 25C 05 m-50.csv,Mito 5,6,0.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,517.27,1228.08,790.01,632794.31,118.49,NA,NA,NA,NA,NA,54.58,36.7,1.65,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 05 m-50.csv,Mito 10,11,0.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634.73,1123.68,835.68,99446.01,106.23,NA,NA,NA,NA,NA,55.42,36.54,2.18,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 05 m-50.csv,Mito 13,14,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335.19,1425.06,656.2,975119.38,160.06,NA,NA,NA,NA,NA,53.44,35.81,3.69,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 05 m-50.csv,Mito 19,20,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367.36,1667.67,739.92,1100255.63,186.37,NA,NA,NA,NA,NA,54.26,40.32,3.2,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 05 m-50.csv,Mito 22,23,0.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,388.9,1015.31,593.88,128871.23,127.57,NA,NA,NA,NA,NA,55.04,37.63,3.69,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 06 m-25.csv,ROIs 1,1,309.61,441,1400,633.22,165000000,67.33,228,1993,437.53,114000000,154.58,212.6,10158.54,635.8,165000000,221.76,2.66,24142.66,465.63,121000000,834.11,NA,NA,NA,GTY030 II 25C,ROIs,Object,9,NA,NA
GTY030 II 25C 06 m-25.csv,Mito 1,2,0.0607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515.55,1089.94,761.78,38850.85,143.78,NA,NA,NA,NA,NA,55.15,20.66,1.21,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 06 m-25.csv,Mito 7,8,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533,1274.85,862.62,263963.06,140.96,NA,NA,NA,NA,NA,55.78,23.62,1.96,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 06 m-25.csv,Mito 9,10,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,2434.02,955.34,1513262.38,266.33,NA,NA,NA,NA,NA,58.1,20.63,2.3,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 06 m-25.csv,Mito 16,17,0.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334.73,1621.72,716.69,374113.66,198.1,NA,NA,NA,NA,NA,54.77,20.05,3.08,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 06 m-25.csv,Mito 19,20,2.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366.19,2704.94,838.11,1781819.38,251.21,NA,NA,NA,NA,NA,61.21,23.13,2.93,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 06 m-25.csv,Mito 25,26,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371.15,2000.15,789.42,187881.53,279.93,NA,NA,NA,NA,NA,57.49,20.58,4.04,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 06 m-25.csv,Mito 26,27,0.0572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490.81,949.84,707.89,33978.53,113.42,NA,NA,NA,NA,NA,57.96,22.56,3.75,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 06 m-25.csv,Mito 27,28,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.52,931.97,513.06,43096.89,154.28,NA,NA,NA,NA,NA,55.06,22.88,3.81,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 06 m-25.csv,Mito 30,31,0.0607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.48,761.39,597.45,30470.04,86.72,NA,NA,NA,NA,NA,55.94,21.39,4.11,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 06 m-35.csv,ROIs 1,1,309.61,441,1400,633.22,165000000,67.33,228,1993,437.53,114000000,154.58,212.6,10158.54,635.8,165000000,221.76,2.66,24142.66,465.63,121000000,834.11,NA,NA,NA,GTY030 II 25C,ROIs,Object,9,NA,NA
GTY030 II 25C 06 m-35.csv,Mito 1,2,0.0738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515.55,1089.94,761.6,47218.99,134.63,NA,NA,NA,NA,NA,55.16,20.66,1.2,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 06 m-35.csv,Mito 7,8,0.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533,1331.29,859.35,300774.09,144.39,NA,NA,NA,NA,NA,55.78,23.62,1.96,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 06 m-35.csv,Mito 9,10,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,2841.46,949.07,1716874.25,269.92,NA,NA,NA,NA,NA,58.08,20.6,2.29,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 06 m-35.csv,Mito 16,17,0.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334.73,1621.72,720.81,443295.25,203.7,NA,NA,NA,NA,NA,54.79,20.02,3.07,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 06 m-35.csv,Mito 18,19,2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366.19,2704.94,836.09,2031703.88,253.68,NA,NA,NA,NA,NA,61.21,23.12,2.94,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 06 m-35.csv,Mito 24,25,0.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371.15,2000.15,806.74,229921.63,285.87,NA,NA,NA,NA,NA,57.48,20.58,4.03,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 06 m-35.csv,Mito 25,26,0.0703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490.81,949.84,716.22,42256.83,106.58,NA,NA,NA,NA,NA,57.96,22.58,3.75,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 06 m-35.csv,Mito 26,27,0.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.52,1674.68,522.08,49597.13,193.3,NA,NA,NA,NA,NA,55.06,22.87,3.81,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 06 m-35.csv,Mito 29,30,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425.48,761.39,594.94,37481.38,87.14,NA,NA,NA,NA,NA,55.95,21.39,4.14,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 06 m-50.csv,ROIs 1,1,309.61,441,1400,633.22,165000000,67.33,228,1993,437.53,114000000,154.58,212.6,10158.54,635.8,165000000,221.76,2.66,24142.66,465.63,121000000,834.11,NA,NA,NA,GTY030 II 25C,ROIs,Object,9,NA,NA
GTY030 II 25C 06 m-50.csv,Mito 1,2,0.0964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515.55,1089.94,750.62,60800.56,127.87,NA,NA,NA,NA,NA,55.16,20.66,1.24,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 06 m-50.csv,Mito 6,7,0.523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533,1356.43,855.4,375520.06,151.05,NA,NA,NA,NA,NA,55.8,23.63,1.96,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 06 m-50.csv,Mito 9,10,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,2841.46,934.6,2091637,273.37,NA,NA,NA,NA,NA,58.06,20.58,2.3,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 06 m-50.csv,Mito 16,17,3.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366.19,2704.94,833.07,2567512.5,254.99,NA,NA,NA,NA,NA,61.22,23.11,2.93,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 06 m-50.csv,Mito 17,18,0.917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334.73,1621.72,728.67,561075,212.59,NA,NA,NA,NA,NA,54.81,19.97,3.05,GTY030 II 25C,Mito,Object,NA,1,NA
GTY030 II 25C 06 m-50.csv,Mito 25,26,0.423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371.15,2026.53,803.19,285131.53,291.62,NA,NA,NA,NA,NA,57.48,20.59,4.02,GTY030 II 25C,Mito,Object,NA,1,NA
