filename,Name,ID,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Item Name,Population,Type,Number of contained Mito,Compartment ROIs ID,ExtracellularBackground
GTY027 25C 13 06 m-25.csv,Mito 31,32,0.0333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926.98,1175.01,1039.69,29111.2,69.34,NA,NA,NA,NA,NA,74.95,35.76,2.25,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 06 m-25.csv,Mito 44,45,0.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,717.68,1388.06,964.08,122438.14,139.34,NA,NA,NA,NA,NA,75.67,38.94,3.71,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 06 m-35.csv,ROIs 1,1,199.81,593,1279,851.78,143000000,97.3,203,1253,312.91,52509135,77.82,371.78,4075.11,864.44,145000000,191.74,30.31,8074.08,324.71,54489764,324.38,NA,NA,NA,GTY027 25C 13,ROIs,Object,3,NA,668.34
GTY027 25C 13 06 m-35.csv,Mito 24,25,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,587.6,2045.03,1076.92,2428448.75,159.57,NA,NA,NA,NA,NA,73.43,36.92,2.83,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 06 m-35.csv,Mito 30,31,0.0452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926.98,1267.23,1072.02,40736.93,89.69,NA,NA,NA,NA,NA,74.94,35.76,2.3,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 06 m-35.csv,Mito 43,44,0.199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648.44,1497.18,965.41,161223.73,141.37,NA,NA,NA,NA,NA,75.66,38.93,3.73,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 06 m-50.csv,ROIs 1,1,199.81,593,1279,851.78,143000000,97.3,203,1253,312.91,52509135,77.82,371.78,4075.11,864.44,145000000,191.74,30.31,8074.08,324.71,54489764,324.38,NA,NA,NA,GTY027 25C 13,ROIs,Object,3,NA,668.34
GTY027 25C 13 06 m-50.csv,Mito 25,26,0.0798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,908.06,1267.23,1082.54,72530.27,97.6,NA,NA,NA,NA,NA,74.94,35.77,2.31,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 06 m-50.csv,Mito 26,27,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577.03,2045.03,1063.08,3034030.25,167.52,NA,NA,NA,NA,NA,73.46,36.94,2.87,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 06 m-50.csv,Mito 38,39,0.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604.66,1497.18,968.86,228650.72,150.52,NA,NA,NA,NA,NA,75.64,38.91,3.75,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 07 m-25.csv,ROIs 1,1,228.04,593,1227,854.13,164000000,94.27,202,1253,326.49,62528925,88.59,409.96,2188.11,858.76,164000000,174.82,24.42,10360.33,337.88,64711196,387.1,NA,NA,NA,GTY027 25C 13,ROIs,Object,3,NA,668.34
GTY027 25C 13 07 m-25.csv,Mito 22,23,0.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,932.4,1238.14,1078.93,156444.55,71.33,NA,NA,NA,NA,NA,27.53,2.31,2.06,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 07 m-25.csv,Mito 23,24,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597.88,1599.32,1084.92,2730741.25,155.89,NA,NA,NA,NA,NA,26.38,4.62,2.64,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 07 m-25.csv,Mito 42,43,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,854.67,1336.72,1109.7,256340.31,112.66,NA,NA,NA,NA,NA,28.23,2.85,3.7,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 07 m-35.csv,ROIs 1,1,228.04,593,1227,854.13,164000000,94.27,202,1253,326.49,62528925,88.59,409.96,2188.11,858.76,164000000,174.82,24.42,10360.33,337.88,64711196,387.1,NA,NA,NA,GTY027 25C 13,ROIs,Object,2,NA,668.34
GTY027 25C 13 07 m-35.csv,Mito 21,22,3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597.88,1599.32,1077.92,3302756.25,152.37,NA,NA,NA,NA,NA,26.46,4.48,2.6,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 07 m-35.csv,Mito 41,42,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,852.61,1336.72,1104.49,297108.75,116.03,NA,NA,NA,NA,NA,28.23,2.86,3.7,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 07 m-50.csv,ROIs 1,1,228.04,593,1227,854.13,164000000,94.27,202,1253,326.49,62528925,88.59,409.96,2188.11,858.76,164000000,174.82,24.42,10360.33,337.88,64711196,387.1,NA,NA,NA,GTY027 25C 13,ROIs,Object,2,NA,668.34
GTY027 25C 13 07 m-50.csv,Mito 13,14,4.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551.18,1599.32,1064.77,4182398.5,152.79,NA,NA,NA,NA,NA,26.49,4.45,2.59,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 07 m-50.csv,Mito 36,37,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820.4,1336.72,1092.08,419359.91,126.29,NA,NA,NA,NA,NA,28.23,2.86,3.7,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 08 m-25.csv,ROIs 1,1,243.2,585,2557,876.94,179000000,114.24,214,1153,342.86,70028322,73.34,378.64,37763.81,877.86,179000000,326.57,6.63,11018.53,358.01,73121808,378.55,NA,NA,NA,GTY027 25C 13,ROIs,Object,11,NA,668.34
GTY027 25C 13 08 m-25.csv,Mito 3,4,0.0429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,921.34,1080.36,1002.52,36090.8,35.06,NA,NA,NA,NA,NA,15.9,2.54,0.867,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 08 m-25.csv,Mito 4,5,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,865.21,1089.2,964.19,45316.9,59.33,NA,NA,NA,NA,NA,16,3.28,0.766,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 08 m-25.csv,Mito 12,13,0.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,688.26,1439.34,1061.56,674088.44,127.81,NA,NA,NA,NA,NA,16.03,6.72,2.05,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 08 m-25.csv,Mito 14,15,0.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800.66,1260.35,1016.78,329437.38,88.96,NA,NA,NA,NA,NA,14.98,2.06,1.95,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 08 m-25.csv,Mito 15,16,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,923.75,1222.14,1052.58,27367.14,98.23,NA,NA,NA,NA,NA,13.58,4.13,1.83,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 08 m-25.csv,Mito 16,17,0.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,894.4,1287.14,1092.4,360490.41,81.52,NA,NA,NA,NA,NA,14.97,4.95,1.74,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 08 m-25.csv,Mito 29,30,0.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619.33,1478.49,1036.8,537063.25,142.99,NA,NA,NA,NA,NA,17.34,4.14,2.4,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 08 m-25.csv,Mito 34,35,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800.83,1438.39,1048.31,140473.67,148.38,NA,NA,NA,NA,NA,14.03,2.67,3.15,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 08 m-25.csv,Mito 36,37,0.0964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,787.51,1301.25,1007.42,81600.74,149.64,NA,NA,NA,NA,NA,17.11,2.72,2.83,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 08 m-25.csv,Mito 37,38,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,746.05,1476.05,1122.01,136885.75,155.83,NA,NA,NA,NA,NA,16.89,6.36,3.04,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 08 m-25.csv,Mito 43,44,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465.08,9729.18,1229.47,1429869.38,656.22,NA,NA,NA,NA,NA,16.97,7.99,2.71,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 08 m-35.csv,ROIs 1,1,243.2,585,2557,876.94,179000000,114.24,214,1153,342.86,70028322,73.34,378.64,37763.81,877.86,179000000,326.57,6.63,11018.53,358.01,73121808,378.55,NA,NA,NA,GTY027 25C 13,ROIs,Object,10,NA,668.34
GTY027 25C 13 08 m-35.csv,Mito 2,3,0.0691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,899.27,1104.16,996.68,57807.25,43.23,NA,NA,NA,NA,NA,15.91,2.55,0.859,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 08 m-35.csv,Mito 3,4,0.0869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,828.43,1144.62,974.99,71174.37,70.5,NA,NA,NA,NA,NA,16,3.28,0.793,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 08 m-35.csv,Mito 9,10,0.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,688.26,1439.34,1059.36,796636.44,130.45,NA,NA,NA,NA,NA,16.04,6.72,2.06,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 08 m-35.csv,Mito 12,13,0.473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744.07,1287.14,1086.07,431169.25,89.1,NA,NA,NA,NA,NA,14.97,4.94,1.75,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 08 m-35.csv,Mito 15,16,0.0429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,923.75,1344.47,1077.09,38775.27,111.66,NA,NA,NA,NA,NA,13.56,4.14,1.84,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 08 m-35.csv,Mito 28,29,0.707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619.33,1478.49,1032.28,613172.19,146.72,NA,NA,NA,NA,NA,17.34,4.15,2.39,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 08 m-35.csv,Mito 33,34,0.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800.66,1546.54,1033.18,606476.44,119.77,NA,NA,NA,NA,NA,14.74,2.23,2.29,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 08 m-35.csv,Mito 35,36,0.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,787.51,1301.25,997.51,95760.48,151.54,NA,NA,NA,NA,NA,17.12,2.71,2.84,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 08 m-35.csv,Mito 36,37,0.179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,739.06,1505.6,1113.45,167016.89,170.82,NA,NA,NA,NA,NA,16.89,6.37,3.08,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 08 m-35.csv,Mito 42,43,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465.08,17469.77,1234.01,1672088.13,803.21,NA,NA,NA,NA,NA,16.97,7.97,2.74,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 08 m-50.csv,ROIs 1,1,243.2,585,2557,876.94,179000000,114.24,214,1153,342.86,70028322,73.34,378.64,37763.81,877.86,179000000,326.57,6.63,11018.53,358.01,73121808,378.55,NA,NA,NA,GTY027 25C 13,ROIs,Object,8,NA,668.34
GTY027 25C 13 08 m-50.csv,Mito 4,5,0.329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800.46,1175.55,975.91,269352,76.26,NA,NA,NA,NA,NA,15.96,2.96,0.812,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 08 m-50.csv,Mito 9,10,0.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,675.26,1333.11,1082.84,632377.5,97.77,NA,NA,NA,NA,NA,14.98,4.96,1.77,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 08 m-50.csv,Mito 12,13,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,765.44,1683.53,1038.25,907426.44,122.75,NA,NA,NA,NA,NA,14.81,2.21,2.27,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 08 m-50.csv,Mito 14,15,0.0691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,923.75,1344.47,1084.03,62873.78,118.39,NA,NA,NA,NA,NA,13.57,4.14,1.82,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 08 m-50.csv,Mito 23,24,0.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574.3,1478.49,1019.71,799449.31,154.44,NA,NA,NA,NA,NA,17.34,4.17,2.38,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 08 m-50.csv,Mito 31,32,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,786.79,1301.25,998.91,132855.03,143.57,NA,NA,NA,NA,NA,17.13,2.71,2.84,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 08 m-50.csv,Mito 32,33,0.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664.78,1586.93,1082.44,224064.53,191.53,NA,NA,NA,NA,NA,16.9,6.37,3.09,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 13 08 m-50.csv,Mito 37,38,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465.08,18354.07,1158.99,3130427.75,711.18,NA,NA,NA,NA,NA,16.63,7.5,2.52,GTY027 25C 13,Mito,Object,NA,1,668.34
GTY027 25C 15 01 m-25.csv,ROIs 1,1,251.8,613,3162,924.2,195000000,131.64,214,1757,396.51,83849520,131.07,187.76,43890.61,952.58,201000000,564.25,0.167,21366.75,421.63,89162880,686.32,NA,NA,NA,GTY027 25C 15,ROIs,Object,5,NA,667.63
GTY027 25C 15 01 m-25.csv,Mito 6,7,0.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,752.93,32126.1,1755.13,1074142.25,2386,NA,NA,NA,NA,NA,3.74,11.73,2.42,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 01 m-25.csv,Mito 7,8,0.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,788.67,1798.63,1272.8,276196.91,220.09,NA,NA,NA,NA,NA,5.99,13.6,2.2,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 01 m-25.csv,Mito 16,17,0.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,830.98,2963.51,1221.13,340696.5,345.38,NA,NA,NA,NA,NA,4.6,9.95,2.78,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 01 m-25.csv,Mito 18,19,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,638.95,13137.12,1743.78,3736914.5,1316.17,NA,NA,NA,NA,NA,8.73,11.19,2.34,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 01 m-25.csv,Mito 19,20,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,936.11,4357.6,1568.21,224254.7,485.17,NA,NA,NA,NA,NA,11.27,11.82,2.61,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 01 m-35.csv,ROIs 1,1,251.8,613,3162,924.2,195000000,131.64,214,1757,396.51,83849520,131.07,187.76,43890.61,952.58,201000000,564.25,0.167,21366.75,421.63,89162880,686.32,NA,NA,NA,GTY027 25C 15,ROIs,Object,5,NA,667.63
GTY027 25C 15 01 m-35.csv,Mito 2,3,0.849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705.42,32126.1,1686.06,1202159.88,2221.82,NA,NA,NA,NA,NA,3.73,11.73,2.43,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 01 m-35.csv,Mito 9,10,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,783.18,1870.86,1255.9,316487.56,228.95,NA,NA,NA,NA,NA,5.99,13.6,2.22,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 01 m-35.csv,Mito 15,16,0.388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,789.75,2963.51,1217.88,397029.28,349.82,NA,NA,NA,NA,NA,4.6,9.95,2.79,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 01 m-35.csv,Mito 18,19,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,539.01,14055.38,1723.31,4339299.5,1303.67,NA,NA,NA,NA,NA,8.75,11.18,2.35,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 01 m-35.csv,Mito 19,20,0.194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,895.94,4357.6,1575.87,256866.91,503.11,NA,NA,NA,NA,NA,11.26,11.82,2.6,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 01 m-50.csv,ROIs 1,1,251.8,613,3162,924.2,195000000,131.64,214,1757,396.51,83849520,131.07,187.76,43890.61,952.58,201000000,564.25,0.167,21366.75,421.63,89162880,686.32,NA,NA,NA,GTY027 25C 15,ROIs,Object,5,NA,667.63
GTY027 25C 15 01 m-50.csv,Mito 6,7,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,599.15,32126.1,1671.67,1496141.88,2293.64,NA,NA,NA,NA,NA,3.74,11.73,2.43,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 01 m-50.csv,Mito 7,8,0.369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,782.79,1870.86,1231.42,381741.47,238.2,NA,NA,NA,NA,NA,6,13.61,2.23,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 01 m-50.csv,Mito 15,16,0.488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,769.33,2963.51,1220.77,500517.13,350.51,NA,NA,NA,NA,NA,4.6,9.96,2.77,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 01 m-50.csv,Mito 18,19,4.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,517.37,14055.38,1696.23,5807906.5,1279.15,NA,NA,NA,NA,NA,8.79,11.17,2.38,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 01 m-50.csv,Mito 19,20,0.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,837.61,4357.6,1543.05,320953.97,534.87,NA,NA,NA,NA,NA,11.26,11.84,2.64,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 02 m-25.csv,ROIs 1,1,279.63,609,3191,889.9,209000000,106.25,208,1462,348.4,81818446,91.68,401.46,50007.7,908.13,213000000,402.49,29.54,16704.38,364.26,85543680,521.23,NA,NA,NA,GTY027 25C 15,ROIs,Object,6,NA,667.63
GTY027 25C 15 02 m-25.csv,Mito 2,3,0.679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840.75,3642.25,1479.22,843155.44,458.92,NA,NA,NA,NA,NA,23.01,51.17,2.18,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 02 m-25.csv,Mito 3,4,0.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,821.57,1752.88,1220.34,272136.16,183.58,NA,NA,NA,NA,NA,17.8,53.72,1.84,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 02 m-25.csv,Mito 4,5,0.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,935.53,1584.16,1236.51,127361.02,169.54,NA,NA,NA,NA,NA,18.12,56.58,1.79,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 02 m-25.csv,Mito 11,12,0.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,782.78,4968.38,1287.96,864224.44,522.5,NA,NA,NA,NA,NA,21.94,53.08,2.42,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 02 m-25.csv,Mito 12,13,0.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,711.17,3941.33,1228.7,399328.78,417.28,NA,NA,NA,NA,NA,20.99,54.16,2.53,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 02 m-25.csv,Mito 25,26,0.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625.7,2312.56,1032.08,516041.47,241.77,NA,NA,NA,NA,NA,20.3,56.47,2.62,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 02 m-35.csv,ROIs 1,1,279.63,609,3191,889.9,209000000,106.25,208,1462,348.4,81818446,91.68,401.46,50007.7,908.13,213000000,402.49,29.54,16704.38,364.26,85543680,521.23,NA,NA,NA,GTY027 25C 15,ROIs,Object,6,NA,667.63
GTY027 25C 15 02 m-35.csv,Mito 4,5,0.755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840.75,3642.25,1465.07,928851.88,452.41,NA,NA,NA,NA,NA,22.98,51.19,2.17,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 02 m-35.csv,Mito 5,6,0.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740.43,6138.51,1298.82,974115.5,579.61,NA,NA,NA,NA,NA,21.94,53.08,2.43,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 02 m-35.csv,Mito 6,7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,821.57,1791.87,1211.4,305273.97,185.68,NA,NA,NA,NA,NA,17.79,53.72,1.86,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 02 m-35.csv,Mito 7,8,0.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,836.82,1584.16,1217.81,149790.16,175.45,NA,NA,NA,NA,NA,18.12,56.58,1.8,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 02 m-35.csv,Mito 12,13,0.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,711.17,4256.08,1245.73,490816.09,472.82,NA,NA,NA,NA,NA,21,54.16,2.53,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 02 m-35.csv,Mito 25,26,0.705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625.7,2312.56,1024.29,606379.75,236.95,NA,NA,NA,NA,NA,20.27,56.5,2.62,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 02 m-50.csv,ROIs 1,1,279.63,609,3191,889.9,209000000,106.25,208,1462,348.4,81818446,91.68,401.46,50007.7,908.13,213000000,402.49,29.54,16704.38,364.26,85543680,521.23,NA,NA,NA,GTY027 25C 15,ROIs,Object,5,NA,667.63
GTY027 25C 15 02 m-50.csv,Mito 3,4,0.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773.46,1869.65,1189.8,398581.72,186.54,NA,NA,NA,NA,NA,17.8,53.73,1.84,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 02 m-50.csv,Mito 4,5,0.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,774.79,1680.95,1186.9,194651.28,201.91,NA,NA,NA,NA,NA,18.13,56.58,1.83,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 02 m-50.csv,Mito 10,11,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,715.21,7187.57,1379.74,2403509.5,581.24,NA,NA,NA,NA,NA,22.42,52.19,2.32,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 02 m-50.csv,Mito 11,12,0.594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,670.51,7404.52,1286.85,642140.56,639.07,NA,NA,NA,NA,NA,21.01,54.16,2.55,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 02 m-50.csv,Mito 21,22,0.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625.7,2312.56,1015.99,797550.19,233.91,NA,NA,NA,NA,NA,20.22,56.55,2.63,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 03 m-25.csv,ROIs 1,1,294.41,582,2162,866.49,214000000,100.78,209,2166,383.53,94829598,142.24,329.33,28311.26,880.99,218000000,275.47,14.09,26208.18,402.38,99490864,793.72,NA,NA,NA,GTY027 25C 15,ROIs,Object,5,NA,667.63
GTY027 25C 15 03 m-25.csv,Mito 5,6,0.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,858.33,1894.35,1401.78,904145.75,201.25,NA,NA,NA,NA,NA,72.46,57.22,2.08,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 03 m-25.csv,Mito 13,14,0.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1034.51,1484.14,1253.45,141640.25,95.85,NA,NA,NA,NA,NA,72.92,61.08,2.24,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 03 m-25.csv,Mito 21,22,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,612.82,2523.3,1239.97,1403649.75,306.09,NA,NA,NA,NA,NA,75.04,54.19,2.56,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 03 m-25.csv,Mito 22,23,0.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,836.9,1691.4,1218.81,297389.81,172.58,NA,NA,NA,NA,NA,74.42,56.78,2.94,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 03 m-25.csv,Mito 26,27,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,887.06,4932.36,1452.31,2025977.25,371.65,NA,NA,NA,NA,NA,74.01,59.83,2.49,GTY027 25C 15,Mito,Object,NA,1,667.63
GTY027 25C 15 03 m-35.csv,ROIs 1,1,294.41,582,2162,866.49,214000000,100.78,209,2166,383.53,94829598,142.24,329.33,28311.26,880.99,218000000,275.47,14.09,26208.18,402.38,99490864,793.72,NA,NA,NA,GTY027 25C 15,ROIs,Object,5,NA,667.63
