filename,Name,ID,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Item Name,Population,Type,Number of contained Mito,Compartment ROIs ID,ExtracellularBackground
GTY027 25C 01 m-25.csv,ROIs 1,1,251.9,575,2189,808.91,171000000,82.48,211,1359,346.96,73400680,83.22,350.1,30788.64,798.69,169000000,267.02,1.13,11930.79,361.21,76415112,441.64,NA,NA,NA,GTY027 25C,ROIs,Object,4,NA,676.88
GTY027 25C 01 m-25.csv,Mito 1,2,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543.1,1907.27,945.44,1659244.63,169.66,NA,NA,NA,NA,NA,4.6,9.23,2.37,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 01 m-25.csv,Mito 36,37,0.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,523.66,1902.24,854.65,560652.06,180.08,NA,NA,NA,NA,NA,4.84,6.86,2.84,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 01 m-25.csv,Mito 37,38,0.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,688.07,1071.98,882.39,90003.99,96.49,NA,NA,NA,NA,NA,2.38,7.37,2.38,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 01 m-25.csv,Mito 80,81,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372.16,30788.64,1350.64,1728820.5,2299.02,NA,NA,NA,NA,NA,6.74,4.45,2.57,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 01 m-35.csv,ROIs 1,1,251.9,575,2189,808.91,171000000,82.48,211,1359,346.96,73400680,83.22,350.1,30788.64,798.69,169000000,267.02,1.13,11930.79,361.21,76415112,441.64,NA,NA,NA,GTY027 25C,ROIs,Object,4,NA,676.88
GTY027 25C 01 m-35.csv,Mito 2,3,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541.78,1907.27,938.15,1952298,172.71,NA,NA,NA,NA,NA,4.58,9.2,2.36,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 01 m-35.csv,Mito 40,41,0.937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,523.66,1902.24,853.94,672049.38,175.93,NA,NA,NA,NA,NA,4.82,6.88,2.85,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 01 m-35.csv,Mito 41,42,0.139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678.79,1071.98,876.2,102515.63,98.21,NA,NA,NA,NA,NA,2.39,7.37,2.4,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 01 m-35.csv,Mito 80,81,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372.16,30788.64,1307.7,1958929.38,2141.92,NA,NA,NA,NA,NA,6.74,4.45,2.57,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 01 m-50.csv,ROIs 1,1,251.9,575,2189,808.91,171000000,82.48,211,1359,346.96,73400680,83.22,350.1,30788.64,798.69,169000000,267.02,1.13,11930.79,361.21,76415112,441.64,NA,NA,NA,GTY027 25C,ROIs,Object,3,NA,676.88
GTY027 25C 01 m-50.csv,Mito 32,33,0.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678.79,1071.98,873.26,135354.64,95.48,NA,NA,NA,NA,NA,2.39,7.37,2.41,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 01 m-50.csv,Mito 63,64,2.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372.16,30788.64,1250.86,2389133.5,1942.73,NA,NA,NA,NA,NA,6.75,4.44,2.58,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 01 m-50.csv,Mito 64,65,4.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459.01,1907.27,902.09,3542521.75,179.93,NA,NA,NA,NA,NA,4.63,8.55,2.51,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 03 m-25.csv,ROIs 1,1,292.55,564,2380,816.99,201000000,97.49,215,1405,349.39,85844792,82.89,276.1,46227.52,787.04,193000000,300.02,4.49,17018.13,360.35,88538776,508.62,NA,NA,NA,GTY027 25C,ROIs,Object,4,NA,676.88
GTY027 25C 03 m-25.csv,Mito 22,23,0.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690.08,1356.53,1042.1,604420,105.75,NA,NA,NA,NA,NA,16.54,55.84,1.62,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 03 m-25.csv,Mito 23,24,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472.35,1618.69,910.17,1251487.13,195.69,NA,NA,NA,NA,NA,19.62,55.29,2.75,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 03 m-25.csv,Mito 35,36,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395.18,46227.52,1520.17,1340789.38,3050.65,NA,NA,NA,NA,NA,17.97,57.65,1.97,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 03 m-25.csv,Mito 79,80,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.55,1410.25,954.71,1067370,201.37,NA,NA,NA,NA,NA,22.02,58.94,2.33,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 03 m-35.csv,ROIs 1,1,292.55,564,2380,816.99,201000000,97.49,215,1405,349.39,85844792,82.89,276.1,46227.52,787.04,193000000,300.02,4.49,17018.13,360.35,88538776,508.62,NA,NA,NA,GTY027 25C,ROIs,Object,4,NA,676.88
GTY027 25C 03 m-35.csv,Mito 26,27,0.819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,673.16,1356.53,1043.59,717987.44,106.74,NA,NA,NA,NA,NA,16.54,55.83,1.62,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 03 m-35.csv,Mito 27,28,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472.35,1618.69,905.57,1391867.13,197.21,NA,NA,NA,NA,NA,19.62,55.3,2.75,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 03 m-35.csv,Mito 39,40,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395.18,46227.52,1478.04,1548984.75,2857.08,NA,NA,NA,NA,NA,17.97,57.65,1.98,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 03 m-35.csv,Mito 79,80,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.55,1476.22,955.31,1206559.75,208.03,NA,NA,NA,NA,NA,22.02,58.92,2.33,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 03 m-50.csv,ROIs 1,1,292.55,564,2380,816.99,201000000,97.49,215,1405,349.39,85844792,82.89,276.1,46227.52,787.04,193000000,300.02,4.49,17018.13,360.35,88538776,508.62,NA,NA,NA,GTY027 25C,ROIs,Object,4,NA,676.88
GTY027 25C 03 m-50.csv,Mito 20,21,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,673.16,1489.19,1045.2,922914.38,111.93,NA,NA,NA,NA,NA,16.55,55.83,1.66,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 03 m-50.csv,Mito 30,31,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395.18,46227.52,1423.15,1965370.12,2700.54,NA,NA,NA,NA,NA,17.98,57.65,2.01,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 03 m-50.csv,Mito 49,50,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.55,1504.7,961.19,1508114.63,212.85,NA,NA,NA,NA,NA,22.01,58.93,2.32,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 03 m-50.csv,Mito 62,63,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472.35,1618.69,892.94,1717129.13,203.47,NA,NA,NA,NA,NA,19.63,55.32,2.76,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 04 m-25.csv,ROIs 1,1,171.38,569,1283,811.23,117000000,92.11,218,1560,368.17,52992336,102.85,368.26,1943.93,786.6,113000000,177.45,7.99,15448.95,379.48,54620172,511.13,NA,NA,NA,GTY027 25C,ROIs,Object,2,NA,676.88
GTY027 25C 04 m-25.csv,Mito 56,57,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417.02,1475.47,948.53,2401689.5,157.49,NA,NA,NA,NA,NA,15.87,60.53,2.3,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 04 m-25.csv,Mito 57,58,0.285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,866.29,1575.19,1096.65,262098.16,149.16,NA,NA,NA,NA,NA,19.06,62.22,2.34,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 04 m-35.csv,ROIs 1,1,171.38,569,1283,811.23,117000000,92.11,218,1560,368.17,52992336,102.85,368.26,1943.93,786.6,113000000,177.45,7.99,15448.95,379.48,54620172,511.13,NA,NA,NA,GTY027 25C,ROIs,Object,2,NA,676.88
GTY027 25C 04 m-35.csv,Mito 56,57,0.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,853.18,1575.19,1086.56,303149.34,147.05,NA,NA,NA,NA,NA,19.06,62.21,2.35,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 04 m-35.csv,Mito 65,66,3.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401.9,1475.47,947.96,2770874.75,160.22,NA,NA,NA,NA,NA,15.91,60.54,2.3,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 04 m-50.csv,ROIs 1,1,171.38,569,1283,811.23,117000000,92.11,218,1560,368.17,52992336,102.85,368.26,1943.93,786.6,113000000,177.45,7.99,15448.95,379.48,54620172,511.13,NA,NA,NA,GTY027 25C,ROIs,Object,2,NA,676.88
GTY027 25C 04 m-50.csv,Mito 50,51,4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401.9,1575.19,949.21,3980052.5,168.76,NA,NA,NA,NA,NA,16.22,60.68,2.33,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 04 m-50.csv,Mito 85,86,0.0143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666.42,730.68,697.32,8367.89,19.73,NA,NA,NA,NA,NA,15.57,60.18,4.5,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-25.csv,ROIs 1,1,348.24,564,1176,790.95,231000000,81.09,204,817,315.61,92306905,50,321.09,2131.41,774.67,227000000,171.28,28.55,7332.49,316.61,92598720,234.25,NA,NA,NA,GTY027 25C,ROIs,Object,16,NA,676.88
GTY027 25C 08 m-25.csv,Mito 9,10,0.373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681.08,1185.59,894.85,280087.91,98.85,NA,NA,NA,NA,NA,76.52,22.19,1.93,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-25.csv,Mito 14,15,0.0631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815.81,1440.6,1070.63,56743.58,163.73,NA,NA,NA,NA,NA,75.73,24.28,1.88,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-25.csv,Mito 15,16,0.0179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017.89,1305.79,1136.5,17047.53,92.75,NA,NA,NA,NA,NA,74.84,24.39,1.74,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-25.csv,Mito 31,32,0.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568.71,1144.99,853.84,206628.44,125.79,NA,NA,NA,NA,NA,75.21,21.37,2.51,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-25.csv,Mito 44,45,0.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603.15,1337.88,1007.93,582584.5,125.54,NA,NA,NA,NA,NA,76.81,20.88,2.07,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-25.csv,Mito 46,47,0.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608.42,1381.39,1014.29,226185.61,179.03,NA,NA,NA,NA,NA,73.83,24.02,2.37,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-25.csv,Mito 47,48,0.0333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790.32,1195.1,939.1,26294.93,100.61,NA,NA,NA,NA,NA,77.79,24.89,2.48,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-25.csv,Mito 48,49,0.0607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805.96,1240.91,1047.82,53438.61,128.12,NA,NA,NA,NA,NA,73.14,25.2,2.08,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-25.csv,Mito 50,51,0.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,694.47,1245.15,1011.83,109277.23,139.29,NA,NA,NA,NA,NA,73.75,26.64,2.39,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-25.csv,Mito 70,71,0.0321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704.4,1015.59,911.96,24622.94,68.8,NA,NA,NA,NA,NA,78.43,23.78,2.91,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-25.csv,Mito 71,72,0.0964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562.96,1321.35,1001.76,81142.35,139.87,NA,NA,NA,NA,NA,77.22,24.82,2.49,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-25.csv,Mito 85,86,0.0762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635.02,1024.52,873.07,55876.55,91.91,NA,NA,NA,NA,NA,79.39,23.54,3.24,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-25.csv,Mito 98,99,0.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650.82,1578.47,1042.98,102212.09,193.92,NA,NA,NA,NA,NA,76.25,24.63,3.08,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-25.csv,Mito 99,100,0.0488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,715.61,1021.77,808.4,33144.27,77.07,NA,NA,NA,NA,NA,78.48,24.45,3.45,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-25.csv,Mito 100,101,0.0191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619.32,963.92,814.32,13029.12,91.97,NA,NA,NA,NA,NA,75.47,24.74,3.56,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-25.csv,Mito 105,106,0.0131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,809.87,931.4,858.2,9440.16,38.24,NA,NA,NA,NA,NA,78.81,24.09,3.55,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-35.csv,ROIs 1,1,348.24,564,1176,790.95,231000000,81.09,204,817,315.61,92306905,50,321.09,2131.41,774.67,227000000,171.28,28.55,7332.49,316.61,92598720,234.25,NA,NA,NA,GTY027 25C,ROIs,Object,14,NA,676.88
GTY027 25C 08 m-35.csv,Mito 15,16,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681.08,1185.59,896.61,345196.66,96.64,NA,NA,NA,NA,NA,76.54,22.19,1.91,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-35.csv,Mito 18,19,0.108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802.05,1440.6,1085.16,98749.8,166.47,NA,NA,NA,NA,NA,75.71,24.28,1.84,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-35.csv,Mito 19,20,0.0286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017.89,1305.79,1148.04,27552.85,86.22,NA,NA,NA,NA,NA,74.83,24.38,1.69,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-35.csv,Mito 33,34,0.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.41,1165.93,864.69,264596.44,134.12,NA,NA,NA,NA,NA,75.22,21.35,2.48,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-35.csv,Mito 35,36,0.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,542.75,1381.39,1012.91,275511.75,187.77,NA,NA,NA,NA,NA,73.85,24.04,2.34,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-35.csv,Mito 47,48,0.874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603.15,1483.42,1007.82,739740.06,125.07,NA,NA,NA,NA,NA,76.81,20.91,2.06,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-35.csv,Mito 48,49,0.0798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,766.52,1240.91,1031.67,69121.84,135.1,NA,NA,NA,NA,NA,73.14,25.21,2.1,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-35.csv,Mito 50,51,0.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,694.47,1245.15,1010.18,124252.23,139.02,NA,NA,NA,NA,NA,73.75,26.63,2.38,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-35.csv,Mito 72,73,0.0619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704.4,1116.21,934.47,48592.69,95.49,NA,NA,NA,NA,NA,78.45,23.79,2.98,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-35.csv,Mito 84,85,0.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635.02,1025.44,869.57,83478.98,89.77,NA,NA,NA,NA,NA,79.39,23.54,3.23,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-35.csv,Mito 85,86,0.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696.36,1271.3,843.43,71691.51,101.35,NA,NA,NA,NA,NA,78.56,24.34,3.43,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-35.csv,Mito 86,87,0.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562.96,1578.47,1017.14,322433.56,169.26,NA,NA,NA,NA,NA,76.84,24.73,2.79,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-35.csv,Mito 99,100,0.0393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,593.71,963.92,787.38,25983.4,99.75,NA,NA,NA,NA,NA,75.46,24.76,3.53,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-35.csv,Mito 104,105,0.0119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559.85,700.17,647.54,6475.39,43.86,NA,NA,NA,NA,NA,75.35,26.11,3.6,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-50.csv,ROIs 1,1,348.24,564,1176,790.95,231000000,81.09,204,817,315.61,92306905,50,321.09,2131.41,774.67,227000000,171.28,28.55,7332.49,316.61,92598720,234.25,NA,NA,NA,GTY027 25C,ROIs,Object,7,NA,676.88
GTY027 25C 08 m-50.csv,Mito 25,26,0.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,667.42,1185.59,892.97,462556.03,96.77,NA,NA,NA,NA,NA,76.56,22.18,1.92,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-50.csv,Mito 35,36,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.41,1483.42,965.61,1443587.63,144.5,NA,NA,NA,NA,NA,76.32,21.03,2.16,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-50.csv,Mito 36,37,0.126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,742.39,1263.15,1020.38,108159.89,133.31,NA,NA,NA,NA,NA,73.14,25.2,2.13,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-50.csv,Mito 37,38,0.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663.62,1245.15,998.38,165730.55,148.31,NA,NA,NA,NA,NA,73.75,26.64,2.39,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-50.csv,Mito 69,70,0.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,601.18,1480.02,872.77,359580.88,119.08,NA,NA,NA,NA,NA,78.86,23.88,3.25,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-50.csv,Mito 78,79,0.0655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,484.96,825.8,669.09,36799.82,74.62,NA,NA,NA,NA,NA,74.83,25.56,3.62,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 08 m-50.csv,Mito 82,83,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,542.75,1741.46,991.84,1401466.5,194.94,NA,NA,NA,NA,NA,75.6,24.54,2.59,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 09 m-25.csv,ROIs 1,1,266.6,577,1189,812.91,182000000,85.26,199,1004,326.23,73044254,71.01,308.3,4413.22,799.28,179000000,187.33,23.1,9804.42,332.27,74396904,292.91,NA,NA,NA,GTY027 25C,ROIs,Object,6,NA,676.88
GTY027 25C 09 m-25.csv,Mito 10,11,0.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653.18,1195.31,923.74,283588.31,100.33,NA,NA,NA,NA,NA,66.25,22.45,1.72,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 09 m-25.csv,Mito 11,12,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,885.83,1516.4,1121.18,150238.55,114.28,NA,NA,NA,NA,NA,67.89,22.7,1.81,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 09 m-25.csv,Mito 12,13,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,763.23,1171.66,976.45,129867.75,76.94,NA,NA,NA,NA,NA,66.8,23.23,1.78,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 09 m-25.csv,Mito 69,70,0.0381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,667.57,1223.06,921.94,29502.13,116.51,NA,NA,NA,NA,NA,69.5,22.11,3.08,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 09 m-25.csv,Mito 96,97,0.0953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,611.84,1113.96,716.86,57348.45,105.2,NA,NA,NA,NA,NA,65.38,23.12,3.41,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 09 m-25.csv,Mito 97,98,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.74,1794.76,963.69,1690307.63,196.55,NA,NA,NA,NA,NA,67.59,25.33,2.64,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 09 m-35.csv,ROIs 1,1,266.6,577,1189,812.91,182000000,85.26,199,1004,326.23,73044254,71.01,308.3,4413.22,799.28,179000000,187.33,23.1,9804.42,332.27,74396904,292.91,NA,NA,NA,GTY027 25C,ROIs,Object,7,NA,676.88
GTY027 25C 09 m-35.csv,Mito 14,15,0.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653.18,1195.31,924.8,348651.47,102.84,NA,NA,NA,NA,NA,66.27,22.45,1.74,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 09 m-35.csv,Mito 16,17,0.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860.59,1516.4,1108.03,198337.28,110.07,NA,NA,NA,NA,NA,67.88,22.69,1.8,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 09 m-35.csv,Mito 17,18,0.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,763.23,1171.66,978,157457.2,77.11,NA,NA,NA,NA,NA,66.8,23.23,1.79,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 09 m-35.csv,Mito 70,71,0.0631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640.32,1223.06,916.77,48588.57,126.33,NA,NA,NA,NA,NA,69.49,22.14,3.09,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 09 m-35.csv,Mito 83,84,0.0167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654.46,1078.7,804.02,11256.21,146.05,NA,NA,NA,NA,NA,69.53,22.68,3.19,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 09 m-35.csv,Mito 97,98,0.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522.54,1145.14,707.33,72147.34,112.92,NA,NA,NA,NA,NA,65.37,23.13,3.43,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 09 m-35.csv,Mito 98,99,2.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494.9,1794.76,961.23,1963794.38,198.34,NA,NA,NA,NA,NA,67.57,25.32,2.62,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 09 m-50.csv,ROIs 1,1,266.6,577,1189,812.91,182000000,85.26,199,1004,326.23,73044254,71.01,308.3,4413.22,799.28,179000000,187.33,23.1,9804.42,332.27,74396904,292.91,NA,NA,NA,GTY027 25C,ROIs,Object,6,NA,676.88
GTY027 25C 09 m-50.csv,Mito 13,14,0.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653.18,1195.31,923.75,493280,105.98,NA,NA,NA,NA,NA,66.26,22.45,1.74,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 09 m-50.csv,Mito 14,15,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,816.73,1516.4,1093.2,275487.03,113.83,NA,NA,NA,NA,NA,67.86,22.68,1.83,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 09 m-50.csv,Mito 15,16,0.249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,763.23,1171.66,981.56,205146.44,74.51,NA,NA,NA,NA,NA,66.8,23.23,1.78,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 09 m-50.csv,Mito 53,54,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576.36,1235.81,864.55,111526.84,141.84,NA,NA,NA,NA,NA,69.5,22.3,3.13,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 09 m-50.csv,Mito 68,69,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522.54,1310.79,714.1,107829.33,145.77,NA,NA,NA,NA,NA,65.37,23.12,3.44,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 09 m-50.csv,Mito 77,78,3.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494.9,2144.84,956.96,2557949.75,203.67,NA,NA,NA,NA,NA,67.54,25.3,2.6,GTY027 25C,Mito,Object,NA,1,676.88
GTY027 25C 10 01 m-25.csv,ROIs 1,1,228.62,595,1162,814,156000000,73.57,206,622,299.34,57474099,33.06,383.77,2077.39,807.73,155000000,158.16,90.02,6193.88,301.6,57907596,144.41,NA,NA,NA,GTY027 25C 10,ROIs,Object,6,NA,685.37
