filename,RawCellIntDen,RawCellMean,CellVolume_um3,ItemName,ExtracellularBackground,RawMitoIntDen,RawMitoMean,MitoVolume_um3,CellIntDenCorr,MitoIntDenCorr,FractionInMito,MitoMeanCorr,MitoThresh,Temp
GTY027 25C 11 09 m-50.csv,171000000,941.9,215.67,GTY027 25C 11,677.83,5341846.149999999,1359.643861152775,4.667,47830668.43033508,2672398.8326194673,0.05587207790147844,681.8138611527748,-50,25
GTY027 25C 11 10 m-25.csv,232000000,1007.62,273.7,GTY027 25C 11,677.83,4459725.09,1402.558474889705,3.7853,75807107.58377424,2303951.2018140587,0.030392284777096504,724.7284748897049,-25,25
GTY027 25C 11 10 m-35.csv,232000000,1007.62,273.7,GTY027 25C 11,677.83,5128577.08,1386.928787789378,4.406000000000001,75807107.58377424,2623909.6825396824,0.03461297714914141,709.098787789378,-35,25
GTY027 25C 11 10 m-50.csv,232000000,1007.62,273.7,GTY027 25C 11,677.83,6457256.34,1356.292600983832,5.6716999999999995,75807107.58377424,3231742.9528848575,0.04263113388561181,678.462600983832,-50,25
GTY027 25C 12 01 m-25.csv,176000000,974.42,215.34,GTY027 25C 12,676.16,1959545.82,1340.443911243964,1.7396,53940798.18594104,970511.7090786931,0.017992164404635084,664.2839112439641,-25,25
GTY027 25C 12 01 m-35.csv,176000000,974.42,215.34,GTY027 25C 12,676.16,2421069.84,1336.1258001669912,2.1558,53940798.18594104,1194888.9493575206,0.02215185888126054,659.9658001669912,-35,25
GTY027 25C 12 01 m-50.csv,176000000,974.42,215.34,GTY027 25C 12,676.16,3455854.28,1323.7039230991618,3.1130999999999998,53940798.18594104,1693011.6628873777,0.03138647776496268,647.5439230991618,-50,25
GTY027 25C 12 02 m-25.csv,267000000,1064.21,298.86,GTY027 25C 12,676.16,8047270.82,1431.8547727272728,6.688,97398692.36583523,4244634.786260183,0.0435799976689326,755.6947727272728,-25,25
GTY027 25C 12 02 m-35.csv,267000000,1064.21,298.86,GTY027 25C 12,676.16,9028154.73,1424.8715941644562,7.54,97398692.36583523,4741148.416897623,0.04867774198743439,748.7115941644562,-35,25
GTY027 25C 12 02 m-50.csv,267000000,1064.21,298.86,GTY027 25C 12,676.16,11124423.54,1423.6430653482373,9.304,97398692.36583523,5840751.188376585,0.05996744973164916,747.4830653482373,-50,25
GTY027 25C 12 05 m-25.csv,230000000,965.96,283.2,GTY027 25C 12,676.16,5613680.9399999995,1398.8494392132245,4.779,68926984.12698413,2900590.2662299485,0.04208207138275763,722.6894392132245,-25,25
GTY027 25C 12 05 m-35.csv,230000000,965.96,283.2,GTY027 25C 12,676.16,6385532.57,1396.985191036003,5.444,68926984.12698413,3295685.1767867645,0.04781415027117864,720.825191036003,-35,25
GTY027 25C 12 05 m-50.csv,230000000,965.96,283.2,GTY027 25C 12,676.16,7948995.5,1392.3566769592708,6.801,68926984.12698413,4090747.9633828844,0.05934900554834232,716.1966769592708,-50,25
GTY027 25C 12 06 m-25.csv,157000000,936.88,199.81,GTY027 25C 12,676.16,2032828.27,1318.282640317927,1.8369,43751123.87671118,990606.431510876,0.0226418510825542,642.122640317927,-25,25
GTY027 25C 12 06 m-35.csv,157000000,936.88,199.81,GTY027 25C 12,676.16,2480487.19,1300.7062611459344,2.2654,43751123.87671118,1188248.1733434114,0.02715926056418218,624.5462611459344,-35,25
GTY027 25C 12 06 m-50.csv,157000000,936.88,199.81,GTY027 25C 12,676.16,3309663.63,1272.9368018584844,3.0993,43751123.87671118,1553363.854875284,0.035504547477513894,596.7768018584844,-50,25
GTY027 25C 12 07 m-25.csv,194000000,963.97,240.2,GTY027 25C 12,676.16,3593235.33,1285.0514828589426,3.3341,58059932.812631235,1704967.7441840935,0.029365651346623143,608.8914828589426,-25,25
GTY027 25C 12 07 m-35.csv,194000000,963.97,240.2,GTY027 25C 12,676.16,4093047.84,1281.4464244460778,3.8092,58059932.812631235,1936387.8793986728,0.033351534967284734,605.2864244460778,-35,25
