filename,Name,ID,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Item Name,Population,Type,Number of contained Mito,Compartment ROIs ID
GTY030 I 25C 10 01 m-50.csv,Mito 13,14,1.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390.24,1719.91,800.02,1024829.81,196.87,NA,NA,NA,NA,NA,22.01,13.53,2.56,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 02 m-25.csv,ROIs 1,1,243.3,462,1799,618.33,126000000,57.42,213,3280,440.25,89956557,245.78,260.59,23962.46,615.98,126000000,274.72,0.277,29346.98,468.68,95764432,1023.66,NA,NA,NA,GTY030 I 25C 10,ROIs,Object,3,NA
GTY030 I 25C 10 02 m-25.csv,Mito 8,9,3.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420.68,2961.74,886.05,2695370.5,282.3,NA,NA,NA,NA,NA,54.21,38.91,2.26,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 02 m-25.csv,Mito 10,11,0.0845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467.96,926.38,625.51,44411.55,95.88,NA,NA,NA,NA,NA,55.42,41.17,2.62,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 02 m-25.csv,Mito 14,15,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350.06,1661.2,739.33,50274.21,290.54,NA,NA,NA,NA,NA,55.55,39.97,3.18,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 02 m-35.csv,ROIs 1,1,243.3,462,1799,618.33,126000000,57.42,213,3280,440.25,89956557,245.78,260.59,23962.46,615.98,126000000,274.72,0.277,29346.98,468.68,95764432,1023.66,NA,NA,NA,GTY030 I 25C 10,ROIs,Object,3,NA
GTY030 I 25C 10 02 m-35.csv,Mito 7,8,4.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378.87,2961.74,879.79,3022962.5,283.26,NA,NA,NA,NA,NA,54.21,38.94,2.26,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 02 m-35.csv,Mito 9,10,0.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446.75,978.15,640.36,55711.05,112.33,NA,NA,NA,NA,NA,55.41,41.17,2.61,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 02 m-35.csv,Mito 11,12,0.0941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335.9,1661.2,730.83,57735.55,285.59,NA,NA,NA,NA,NA,55.55,39.97,3.2,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 02 m-50.csv,ROIs 1,1,243.3,462,1799,618.33,126000000,57.42,213,3280,440.25,89956557,245.78,260.59,23962.46,615.98,126000000,274.72,0.277,29346.98,468.68,95764432,1023.66,NA,NA,NA,GTY030 I 25C 10,ROIs,Object,3,NA
GTY030 I 25C 10 02 m-50.csv,Mito 6,7,0.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.55,1161.19,650.48,67650.24,136.07,NA,NA,NA,NA,NA,55.4,41.17,2.62,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 02 m-50.csv,Mito 8,9,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341.39,2961.74,861.7,3689804.75,279.45,NA,NA,NA,NA,NA,54.2,38.96,2.28,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 02 m-50.csv,Mito 12,13,0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310.23,1661.2,727.4,70558.03,290.7,NA,NA,NA,NA,NA,55.54,39.98,3.19,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 03 m-25.csv,ROIs 1,1,278.75,452,2609,622.06,146000000,73.95,218,1339,350.95,82159258,81.62,87.04,39861.72,617.47,145000000,408.6,14.41,19446.29,363.38,85069872,492.04,NA,NA,NA,GTY030 I 25C 10,ROIs,Object,10,NA
GTY030 I 25C 10 03 m-25.csv,Mito 3,4,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,431.06,1386.02,754.23,69389.5,235.77,NA,NA,NA,NA,NA,63.69,43.31,2.08,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 03 m-25.csv,Mito 4,5,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541.78,1049.07,790.88,33216.89,134.72,NA,NA,NA,NA,NA,66.03,45.41,1.92,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 03 m-25.csv,Mito 7,8,0.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367.29,1662.05,921.74,104156.35,300.67,NA,NA,NA,NA,NA,61.1,42.25,2.23,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 03 m-25.csv,Mito 9,10,0.0631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471.42,1504.32,790.87,41916.09,235.04,NA,NA,NA,NA,NA,63.79,40.43,2.46,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 03 m-25.csv,Mito 11,12,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521.26,1075.99,724.83,45664.44,137.72,NA,NA,NA,NA,NA,64.9,41.42,2.93,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 03 m-25.csv,Mito 12,13,0.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.36,21607.18,1069.72,507047.47,1888.86,NA,NA,NA,NA,NA,65.3,46.37,2.46,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 03 m-25.csv,Mito 15,16,0.851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375.53,1712.22,688.39,492195.5,160.68,NA,NA,NA,NA,NA,62.24,42.09,3.21,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 03 m-25.csv,Mito 17,18,0.113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340.22,3175.97,639.22,60725.5,408.77,NA,NA,NA,NA,NA,63.71,44.94,2.91,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 03 m-25.csv,Mito 18,19,0.0214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351.42,506.03,427.8,7700.36,45.78,NA,NA,NA,NA,NA,63.41,44.32,3.37,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 03 m-25.csv,Mito 19,20,0.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460.78,1348.99,711.25,111665.89,191.68,NA,NA,NA,NA,NA,62.58,44.92,2.87,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 03 m-35.csv,ROIs 1,1,278.75,452,2609,622.06,146000000,73.95,218,1339,350.95,82159258,81.62,87.04,39861.72,617.47,145000000,408.6,14.41,19446.29,363.38,85069872,492.04,NA,NA,NA,GTY030 I 25C 10,ROIs,Object,8,NA
GTY030 I 25C 10 03 m-35.csv,Mito 2,3,0.0583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,541.78,1109.14,816.8,40023.05,145.01,NA,NA,NA,NA,NA,66.02,45.41,1.88,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 03 m-35.csv,Mito 3,4,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,431.06,1386.02,750.16,78766.96,232.44,NA,NA,NA,NA,NA,63.69,43.31,2.09,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 03 m-35.csv,Mito 6,7,0.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367.29,1662.05,911.19,118454.16,302.97,NA,NA,NA,NA,NA,61.1,42.25,2.23,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 03 m-35.csv,Mito 8,9,0.0714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471.42,1627.25,794.05,47643.1,249.4,NA,NA,NA,NA,NA,63.8,40.43,2.46,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 03 m-35.csv,Mito 12,13,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362.41,1755.22,685.49,619001.63,169.45,NA,NA,NA,NA,NA,62.24,42.15,3.22,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 03 m-35.csv,Mito 13,14,0.0905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520.65,1257.38,745.43,56652.82,166.82,NA,NA,NA,NA,NA,64.9,41.42,2.91,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 03 m-35.csv,Mito 15,16,0.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245.06,21607.18,976.06,727165.19,1641.58,NA,NA,NA,NA,NA,64.94,46.02,2.57,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 03 m-35.csv,Mito 16,17,0.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434.74,1348.99,704.49,135263.02,195.08,NA,NA,NA,NA,NA,62.57,44.9,2.9,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 03 m-50.csv,ROIs 1,1,278.75,452,2609,622.06,146000000,73.95,218,1339,350.95,82159258,81.62,87.04,39861.72,617.47,145000000,408.6,14.41,19446.29,363.38,85069872,492.04,NA,NA,NA,GTY030 I 25C 10,ROIs,Object,6,NA
GTY030 I 25C 10 03 m-50.csv,Mito 2,3,0.0798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495.14,1215.38,824.44,55237.73,152.32,NA,NA,NA,NA,NA,66.02,45.41,1.86,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 03 m-50.csv,Mito 3,4,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,431.06,1386.02,748.46,91311.77,224.38,NA,NA,NA,NA,NA,63.7,43.31,2.08,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 03 m-50.csv,Mito 7,8,0.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367.29,1662.05,887.76,151807.48,292.74,NA,NA,NA,NA,NA,61.11,42.24,2.23,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 03 m-50.csv,Mito 9,10,0.101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,431.64,1680.28,784.69,66698.45,261.45,NA,NA,NA,NA,NA,63.79,40.43,2.48,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 03 m-50.csv,Mito 10,11,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491.25,1257.38,734.67,72732.75,169.34,NA,NA,NA,NA,NA,64.89,41.42,2.91,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 10 03 m-50.csv,Mito 14,15,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245.06,21607.18,792.91,2071885.38,1029.17,NA,NA,NA,NA,NA,63.36,43.99,2.93,GTY030 I 25C 10,Mito,Object,NA,1
GTY030 I 25C 11 01 m-25.csv,ROIs 1,1,343.99,434,1035,595.83,172000000,43.76,208,1399,370.85,107000000,99.27,324.08,7393.38,592.98,171000000,114.6,1e-6,18475.29,387.8,112000000,629.92,NA,NA,NA,GTY030 I 25C 11,ROIs,Object,7,NA
GTY030 I 25C 11 01 m-25.csv,Mito 13,14,0.354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509.09,1196.67,821.89,244102.66,122.99,NA,NA,NA,NA,NA,15.58,8.14,2.43,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 01 m-25.csv,Mito 14,15,0.711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513.37,1703.8,796.19,475324.84,194.18,NA,NA,NA,NA,NA,17.46,8.42,2.71,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 01 m-25.csv,Mito 20,21,0.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489.94,2257.96,871.69,332986.13,276.32,NA,NA,NA,NA,NA,15.29,13.21,2.35,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 01 m-25.csv,Mito 21,22,0.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600.56,1069.24,793.24,301429.56,98.45,NA,NA,NA,NA,NA,14.63,15.31,2.34,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 01 m-25.csv,Mito 33,34,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.92,1323.79,841.77,194449.58,191.64,NA,NA,NA,NA,NA,14.18,11.98,2.73,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 01 m-25.csv,Mito 34,35,0.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451.98,1512.61,834.82,624443.25,202.86,NA,NA,NA,NA,NA,11.42,13.35,2.82,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 01 m-25.csv,Mito 38,39,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417.29,1081.83,662.52,702929.19,117.12,NA,NA,NA,NA,NA,15.66,10.44,2.79,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 01 m-35.csv,ROIs 1,1,343.99,434,1035,595.83,172000000,43.76,208,1399,370.85,107000000,99.27,324.08,7393.38,592.98,171000000,114.6,1e-6,18475.29,387.8,112000000,629.92,NA,NA,NA,GTY030 I 25C 11,ROIs,Object,5,NA
GTY030 I 25C 11 01 m-35.csv,Mito 10,11,0.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513.37,1703.8,791.15,530859.63,190.11,NA,NA,NA,NA,NA,17.47,8.42,2.72,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 01 m-35.csv,Mito 16,17,0.861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469.32,2257.96,850.25,614729.44,244.33,NA,NA,NA,NA,NA,14.87,12.75,2.49,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 01 m-35.csv,Mito 17,18,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578.2,1209.13,796.01,348652.69,105.1,NA,NA,NA,NA,NA,14.63,15.3,2.34,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 01 m-35.csv,Mito 25,26,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451.98,1512.61,823.15,723549.25,204.78,NA,NA,NA,NA,NA,11.42,13.36,2.83,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 01 m-35.csv,Mito 31,32,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417.29,1196.67,695.32,1106955.25,135.6,NA,NA,NA,NA,NA,15.65,9.91,2.71,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 01 m-50.csv,ROIs 1,1,343.99,434,1035,595.83,172000000,43.76,208,1399,370.85,107000000,99.27,324.08,7393.38,592.98,171000000,114.6,1e-6,18475.29,387.8,112000000,629.92,NA,NA,NA,GTY030 I 25C 11,ROIs,Object,5,NA
GTY030 I 25C 11 01 m-50.csv,Mito 4,5,0.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578.2,1209.13,803.11,452954,115.45,NA,NA,NA,NA,NA,14.63,15.31,2.32,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 01 m-50.csv,Mito 13,14,0.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513.37,1703.8,784.64,647325,184.88,NA,NA,NA,NA,NA,17.48,8.42,2.72,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 01 m-50.csv,Mito 18,19,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469.32,2257.96,831.36,769003.5,237.65,NA,NA,NA,NA,NA,14.89,12.74,2.5,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 01 m-50.csv,Mito 24,25,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451.98,1512.61,816.37,957606.19,211.51,NA,NA,NA,NA,NA,11.4,13.38,2.83,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 01 m-50.csv,Mito 27,28,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,417.29,1196.67,689.76,1401592.38,134.43,NA,NA,NA,NA,NA,15.62,9.89,2.71,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 02 m-25.csv,ROIs 1,1,313.01,443,1563,602.09,158000000,56.22,200,2183,357.22,93906537,120.04,308.57,13827.16,597.94,157000000,199.48,1.28,35396.53,368.75,96936664,657.03,NA,NA,NA,GTY030 I 25C 11,ROIs,Object,4,NA
GTY030 I 25C 11 02 m-25.csv,Mito 4,5,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414.14,1195.9,699.39,593084.56,119.94,NA,NA,NA,NA,NA,13.77,31.07,2.88,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 02 m-25.csv,Mito 5,6,0.343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506.22,1259.79,853.13,245702.44,181.32,NA,NA,NA,NA,NA,18.18,36.39,2.37,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 02 m-25.csv,Mito 15,16,0.479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520.24,10021.56,1164.51,468132.31,1308.36,NA,NA,NA,NA,NA,16.5,34.89,2.43,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 02 m-25.csv,Mito 22,23,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478.18,1359.13,771.17,864477.56,141.54,NA,NA,NA,NA,NA,13.4,32.94,2.39,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 02 m-35.csv,ROIs 1,1,313.01,443,1563,602.09,158000000,56.22,200,2183,357.22,93906537,120.04,308.57,13827.16,597.94,157000000,199.48,1.28,35396.53,368.75,96936664,657.03,NA,NA,NA,GTY030 I 25C 11,ROIs,Object,4,NA
GTY030 I 25C 11 02 m-35.csv,Mito 3,4,0.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506.22,1259.79,848.7,277523.41,178.9,NA,NA,NA,NA,NA,18.18,36.39,2.36,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 02 m-35.csv,Mito 11,12,0.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520.24,11162.22,1174.57,549698.94,1331.58,NA,NA,NA,NA,NA,16.47,34.87,2.43,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 02 m-35.csv,Mito 26,27,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414.14,1222.89,699.44,690346.63,123.32,NA,NA,NA,NA,NA,13.77,31.08,2.87,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 02 m-35.csv,Mito 32,33,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478.18,1359.13,767.6,997117.06,142.52,NA,NA,NA,NA,NA,13.42,32.95,2.38,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 02 m-50.csv,ROIs 1,1,313.01,443,1563,602.09,158000000,56.22,200,2183,357.22,93906537,120.04,308.57,13827.16,597.94,157000000,199.48,1.28,35396.53,368.75,96936664,657.03,NA,NA,NA,GTY030 I 25C 11,ROIs,Object,3,NA
GTY030 I 25C 11 02 m-50.csv,Mito 5,6,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506.22,1259.79,834.73,329719.44,175.89,NA,NA,NA,NA,NA,18.16,36.4,2.36,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 02 m-50.csv,Mito 14,15,0.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,520.24,11162.22,1152.79,714727.81,1256.89,NA,NA,NA,NA,NA,16.48,34.87,2.41,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 02 m-50.csv,Mito 28,29,3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414.14,1359.13,730.08,2125998.5,138.31,NA,NA,NA,NA,NA,13.58,32.15,2.6,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 03 m-25.csv,ROIs 1,1,230.24,437,1107,582.18,113000000,40.67,208,1583,350.57,67789902,98.21,302.84,8301.91,580.71,112000000,128.84,4.17,16241.9,367.44,71050392,537.59,NA,NA,NA,GTY030 I 25C 11,ROIs,Object,6,NA
GTY030 I 25C 11 03 m-25.csv,Mito 7,8,0.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533.56,1037.92,717.69,211720.02,81.65,NA,NA,NA,NA,NA,10.08,45.25,2.06,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 03 m-25.csv,Mito 9,10,0.271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490.78,927.6,690.67,157473.5,100.2,NA,NA,NA,NA,NA,11.71,47.16,2.11,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 03 m-25.csv,Mito 10,11,0.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,492.44,1061.69,703.91,157676.77,121.58,NA,NA,NA,NA,NA,13.73,49.08,2.41,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 03 m-25.csv,Mito 16,17,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469.99,1241.33,735.9,701312.81,141.26,NA,NA,NA,NA,NA,11.49,43.89,2.49,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 03 m-25.csv,Mito 17,18,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622.23,1091.74,825.62,81736.47,117.32,NA,NA,NA,NA,NA,12.49,45.75,2.17,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 03 m-25.csv,Mito 40,41,0.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.9,899.36,660.02,75901.96,81.21,NA,NA,NA,NA,NA,12.2,45.75,3.13,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 03 m-35.csv,ROIs 1,1,230.24,437,1107,582.18,113000000,40.67,208,1583,350.57,67789902,98.21,302.84,8301.91,580.71,112000000,128.84,4.17,16241.9,367.44,71050392,537.59,NA,NA,NA,GTY030 I 25C 11,ROIs,Object,4,NA
GTY030 I 25C 11 03 m-35.csv,Mito 6,7,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468.87,927.6,683.24,177643.17,103.06,NA,NA,NA,NA,NA,11.71,47.16,2.12,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 03 m-35.csv,Mito 7,8,0.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478.6,1061.69,700.17,177143.11,120.75,NA,NA,NA,NA,NA,13.73,49.08,2.4,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 03 m-35.csv,Mito 12,13,1.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423.92,1241.33,725.92,1084521.75,132.78,NA,NA,NA,NA,NA,11.13,44.23,2.38,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 03 m-35.csv,Mito 27,28,0.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465.22,1091.74,731.43,195291.38,131.86,NA,NA,NA,NA,NA,12.33,45.75,2.72,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 03 m-50.csv,ROIs 1,1,230.24,437,1107,582.18,113000000,40.67,208,1583,350.57,67789902,98.21,302.84,8301.91,580.71,112000000,128.84,4.17,16241.9,367.44,71050392,537.59,NA,NA,NA,GTY030 I 25C 11,ROIs,Object,3,NA
GTY030 I 25C 11 03 m-50.csv,Mito 1,2,0.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478.6,1061.69,697.21,214740.67,117.61,NA,NA,NA,NA,NA,13.73,49.07,2.39,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 03 m-50.csv,Mito 9,10,0.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427.84,927.6,669.09,223474.45,107.66,NA,NA,NA,NA,NA,11.72,47.16,2.17,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 03 m-50.csv,Mito 25,26,2.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407.66,1257.48,720.32,1699230.63,137.17,NA,NA,NA,NA,NA,11.29,44.5,2.45,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 04 m-25.csv,ROIs 1,1,287.7,441,2032,610.74,148000000,66.68,215,1842,371.89,89859238,115.82,295.3,16772.14,610.46,148000000,259.42,4.13,23191.6,386.94,93495168,660.19,NA,NA,NA,GTY030 I 25C 11,ROIs,Object,6,NA
GTY030 I 25C 11 04 m-25.csv,Mito 11,12,0.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521.21,1076.66,758.42,182020.8,117.55,NA,NA,NA,NA,NA,29.4,54.98,2.13,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 04 m-25.csv,Mito 19,20,0.142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529.13,939.13,703.6,83728.61,89.91,NA,NA,NA,NA,NA,28.61,57.21,2.44,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 04 m-25.csv,Mito 27,28,0.481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,470.23,1753.07,938.37,379101.97,243.45,NA,NA,NA,NA,NA,32.29,55.81,2.93,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 04 m-25.csv,Mito 29,30,0.0964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530.64,984.36,734.35,59482.64,114.39,NA,NA,NA,NA,NA,28.41,56.22,2.51,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 04 m-25.csv,Mito 36,37,0.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469.24,1028.43,746.05,285735.34,112.54,NA,NA,NA,NA,NA,30.86,54.48,2.38,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 04 m-25.csv,Mito 37,38,1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427.06,2811.11,790.35,1221876.13,245.6,NA,NA,NA,NA,NA,34.78,54.99,2.9,GTY030 I 25C 11,Mito,Object,NA,1
GTY030 I 25C 11 04 m-35.csv,ROIs 1,1,287.7,441,2032,610.74,148000000,66.68,215,1842,371.89,89859238,115.82,295.3,16772.14,610.46,148000000,259.42,4.13,23191.6,386.94,93495168,660.19,NA,NA,NA,GTY030 I 25C 11,ROIs,Object,5,NA
