filename,ItemName,CellMin,CellMean,CellSD,ExtracellularBackground,RawMitoMean,MitoVolume_um3,RawMitoSD,MitoMeanCorr,CellMeanCorr,MitoLoc,MitoThresh,Temp
GTY029 25C 01 m-25.csv,GTY029 25C,275.62,675.62,163.52,558.47,955.5765888297146,3.6615,173.5429072784378,397.1065888297146,117.14999999999998,3.389727604180236,-25,25
GTY029 25C 01 m-35.csv,GTY029 25C,275.62,675.62,163.52,558.47,942.4321543778802,4.34,173.01247695852535,383.9621543778802,117.14999999999998,3.277525858966114,-35,25
GTY029 25C 01 m-50.csv,GTY029 25C,275.62,675.62,163.52,558.47,926.4146028975388,5.729,173.1752766625938,367.94460289753874,117.14999999999998,3.1407990004057944,-50,25
GTY029 25C 02 m-25.csv,GTY029 25C,300.39,704.47,171.59,558.47,1007.1151943803733,7.1535,174.78312881806107,448.64519438037325,146,3.072912290276529,-25,25
GTY029 25C 02 m-35.csv,GTY029 25C,300.39,704.47,171.59,558.47,998.0746885497298,8.2164,175.19027931940997,439.60468854972976,146,3.0109910174639025,-35,25
GTY029 25C 02 m-50.csv,GTY029 25C,300.39,704.47,171.59,558.47,980.4731838688887,10.860999999999999,181.48701684927724,422.00318386888864,146,2.8904327662252647,-50,25
GTY029 25C 03 m-25.csv,GTY029 25C,264.27,735.26,209.52,558.47,994.8684491140034,6.377,198.37291045946367,436.39844911400337,176.78999999999996,2.4684566384637336,-25,25
GTY029 25C 03 m-35.csv,GTY029 25C,264.27,735.26,209.52,558.47,989.4674954929968,7.211,199.0012758285952,430.9974954929968,176.78999999999996,2.4379065303071266,-35,25
GTY029 25C 03 m-50.csv,GTY029 25C,264.27,735.26,209.52,558.47,982.7268235816588,9.007,204.7262640168758,424.25682358165875,176.78999999999996,2.399778401389552,-50,25
GTY029 25C 04 m-25.csv,GTY029 25C,277.82,690.09,179.04,558.47,1004.4883967471083,3.4062,381.73375609183256,446.0183967471082,131.62,3.3886825463235692,-25,25
GTY029 25C 04 m-35.csv,GTY029 25C,277.82,690.09,179.04,558.47,991.6847734760098,4.037100000000001,370.01647444948105,433.2147734760098,131.62,3.2914053599453714,-35,25
GTY029 25C 04 m-50.csv,GTY029 25C,277.82,690.09,179.04,558.47,961.0649142444486,5.539,345.7512944574833,402.59491424444855,131.62,3.0587670129497684,-50,25
GTY029 25C 10 01 m-25.csv,GTY029 25C 10,256.26,660.18,163.56,538.78,986.5336126746704,2.5404999999999998,196.48817988584926,447.7536126746704,121.39999999999998,3.6882505162658195,-25,25
GTY029 25C 10 01 m-35.csv,GTY029 25C 10,256.26,660.18,163.56,538.78,980.3838517515654,2.9545,198.30175359620918,441.60385175156546,121.39999999999998,3.637593507014543,-35,25
GTY029 25C 10 01 m-50.csv,GTY029 25C 10,256.26,660.18,163.56,538.78,954.5415384615384,3.9,205.19507692307693,415.7615384615384,121.39999999999998,3.424724369534913,-50,25
GTY029 25C 10 03 m-25.csv,GTY029 25C 10,213.52,725.88,217.34,538.78,944.4999348028562,6.442,252.4931356721515,405.7199348028562,187.10000000000002,2.1684657124684987,-25,25
GTY029 25C 10 03 m-35.csv,GTY029 25C 10,213.52,725.88,217.34,538.78,939.5488844621514,7.279,259.8648179695013,400.7688844621514,187.10000000000002,2.1420036582691147,-35,25
GTY029 25C 10 03 m-50.csv,GTY029 25C 10,213.52,725.88,217.34,538.78,929.742857142857,8.96,273.4421428571428,390.96285714285705,187.10000000000002,2.0895930365732602,-50,25
GTY029 25C 10 04 m-25.csv,GTY029 25C 10,229.82,675.58,194.93,538.78,1111.86,3.4,479.23,573.0799999999999,136.80000000000007,4.189181286549705,-25,25
GTY029 25C 10 04 m-35.csv,GTY029 25C 10,229.82,675.58,194.93,538.78,1099.25,3.84,469.58,560.47,136.80000000000007,4.097002923976606,-35,25
GTY029 25C 10 04 m-50.csv,GTY029 25C 10,229.82,675.58,194.93,538.78,1072.97,4.77,458.93,534.19,136.80000000000007,3.904897660818712,-50,25
GTY029 25C 11 01 m-25.csv,GTY029 25C 11,337.52,649.85,137.52,537.65,838.6426335837755,3.8066,111.47056480849051,300.9926335837755,112.20000000000005,2.682643793081777,-25,25
GTY029 25C 11 01 m-35.csv,GTY029 25C 11,337.52,649.85,137.52,537.65,833.5231000331601,4.5235,112.76333547032165,295.8731000331601,112.20000000000005,2.637015151810695,-35,25
GTY029 25C 11 01 m-50.csv,GTY029 25C 11,337.52,649.85,137.52,537.65,827.0657373233583,6.015000000000001,123.24578719866999,289.41573732335837,112.20000000000005,2.5794628994951716,-50,25
GTY029 25C 11 02 m-25.csv,GTY029 25C 11,351.88,676.62,145.78,537.65,916.7507519068466,2.2157,135.44187119194837,379.10075190684665,138.97000000000003,2.7279323012653562,-25,25
GTY029 25C 11 02 m-35.csv,GTY029 25C 11,351.88,676.62,145.78,537.65,909.2573594297996,2.6517,137.24442018327866,371.60735942979966,138.97000000000003,2.674011365257247,-35,25
