filename,ID,Item Name,Name,Population,Type,Voxel Count,Volume (µm³),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))",Number of contained Mito,Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Compartment ROIs ID,ExtracellularBackground
PSY109 25C 05 m-50.csv,36,PSY109 25C,Mito 35,Mito,Object,2184,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,435.19,1121.26,695.89,1519814.75,111.03,NA,71.8,56.49,2.54,1,534.67
PSY109 25C 05 m-50.csv,37,PSY109 25C,Mito 36,Mito,Object,233,0.277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419.05,1012.76,659.68,153704.89,108.04,NA,70.39,57.55,4.01,1,534.67
PSY109 25C 06 m-25.csv,1,PSY109 25C,ROIs 1,ROIs,Object,161490,192.29,224,1851,428.92,69266724,157.09,2.64,17240.12,455.51,73559712,667.29,196.42,15725.26,630.69,102000000,304.09,2,NA,NA,NA,NA,534.67
PSY109 25C 06 m-25.csv,20,PSY109 25C,Mito 19,Mito,Object,1780,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.37,1207.68,698.89,1244018,120.55,NA,82.48,18.65,2.03,1,534.67
PSY109 25C 06 m-25.csv,27,PSY109 25C,Mito 26,Mito,Object,1503,1.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.24,1261.96,789.63,1186820.13,146.62,NA,81.56,14.85,2.58,1,534.67
PSY109 25C 06 m-35.csv,1,PSY109 25C,ROIs 1,ROIs,Object,161490,192.29,224,1851,428.92,69266724,157.09,2.64,17240.12,455.51,73559712,667.29,196.42,15725.26,630.69,102000000,304.09,2,NA,NA,NA,NA,534.67
PSY109 25C 06 m-35.csv,19,PSY109 25C,Mito 18,Mito,Object,2108,2.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.37,1356.18,696.21,1467605.75,119.38,NA,82.47,18.65,2.03,1,534.67
PSY109 25C 06 m-35.csv,23,PSY109 25C,Mito 22,Mito,Object,1702,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.24,1261.96,785.48,1336892.38,145.18,NA,81.57,14.85,2.58,1,534.67
PSY109 25C 06 m-50.csv,1,PSY109 25C,ROIs 1,ROIs,Object,161490,192.29,224,1851,428.92,69266724,157.09,2.64,17240.12,455.51,73559712,667.29,196.42,15725.26,630.69,102000000,304.09,2,NA,NA,NA,NA,534.67
PSY109 25C 06 m-50.csv,17,PSY109 25C,Mito 16,Mito,Object,2816,3.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.37,1645.72,689.37,1941261.13,115.51,NA,82.45,18.63,2.02,1,534.67
PSY109 25C 06 m-50.csv,22,PSY109 25C,Mito 21,Mito,Object,2131,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.24,1261.96,776.53,1654781.38,144.33,NA,81.57,14.86,2.61,1,534.67
PSY109 25C 10 01 m-25.csv,1,PSY109 25C 10,ROIs 1,ROIs,Object,171927,204.71,203,1574,371.15,63810306,109.62,0.0869,17086.21,391.87,67373184,572.97,336.91,15339,595.24,102000000,189.95,5,NA,NA,NA,NA,542.22
PSY109 25C 10 01 m-25.csv,5,PSY109 25C 10,Mito 4,Mito,Object,18,0.0214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584.16,688.87,639.43,11509.82,38.16,NA,11.95,27.04,0.9,1,542.22
PSY109 25C 10 01 m-25.csv,11,PSY109 25C 10,Mito 10,Mito,Object,191,0.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530.84,963.32,716.64,136877.3,89.75,NA,10.83,26.24,1.61,1,542.22
PSY109 25C 10 01 m-25.csv,15,PSY109 25C 10,Mito 14,Mito,Object,713,0.849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.91,1024.74,738.17,526313.31,126.42,NA,9.82,21.98,2.42,1,542.22
PSY109 25C 10 01 m-25.csv,24,PSY109 25C 10,Mito 23,Mito,Object,340,0.405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507.33,1166.89,724.35,246277.67,97.13,NA,11.14,27.59,1.76,1,542.22
PSY109 25C 10 01 m-25.csv,32,PSY109 25C 10,Mito 31,Mito,Object,780,0.929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,483.96,7383.93,829.99,647389.75,501.14,NA,10.67,24.95,2.46,1,542.22
PSY109 25C 10 01 m-35.csv,1,PSY109 25C 10,ROIs 1,ROIs,Object,171927,204.71,203,1574,371.15,63810306,109.62,0.0869,17086.21,391.87,67373184,572.97,336.91,15339,595.24,102000000,189.95,4,NA,NA,NA,NA,542.22
PSY109 25C 10 01 m-35.csv,7,PSY109 25C 10,Mito 6,Mito,Object,223,0.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511.73,1029.13,719.48,160443.84,97.02,NA,10.82,26.24,1.6,1,542.22
PSY109 25C 10 01 m-35.csv,12,PSY109 25C 10,Mito 11,Mito,Object,813,0.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415.91,1024.74,733.23,596118.75,125.22,NA,9.83,21.98,2.43,1,542.22
PSY109 25C 10 01 m-35.csv,16,PSY109 25C 10,Mito 15,Mito,Object,465,0.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507.33,1166.89,710.37,330320.97,98.16,NA,11.24,27.52,1.64,1,542.22
PSY109 25C 10 01 m-35.csv,27,PSY109 25C 10,Mito 26,Mito,Object,912,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480.32,7383.93,841.24,767210.63,523.97,NA,10.66,24.96,2.47,1,542.22
PSY109 25C 10 01 m-50.csv,1,PSY109 25C 10,ROIs 1,ROIs,Object,171927,204.71,203,1574,371.15,63810306,109.62,0.0869,17086.21,391.87,67373184,572.97,336.91,15339,595.24,102000000,189.95,4,NA,NA,NA,NA,542.22
PSY109 25C 10 01 m-50.csv,2,PSY109 25C 10,Mito 1,Mito,Object,779,0.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507.33,1166.89,690.7,538058.69,95.38,NA,11.34,27.43,1.46,1,542.22
PSY109 25C 10 01 m-50.csv,7,PSY109 25C 10,Mito 6,Mito,Object,302,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489.04,1130.39,715.93,216211.33,110.69,NA,10.82,26.23,1.63,1,542.22
PSY109 25C 10 01 m-50.csv,13,PSY109 25C 10,Mito 12,Mito,Object,1034,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397.44,1024.74,731.29,756154.56,126.11,NA,9.86,21.97,2.42,1,542.22
PSY109 25C 10 01 m-50.csv,27,PSY109 25C 10,Mito 26,Mito,Object,1185,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471.23,7383.93,835.07,989559.06,500.42,NA,10.69,24.95,2.46,1,542.22
PSY109 25C 10 02 m-25.csv,1,PSY109 25C 10,ROIs 1,ROIs,Object,193389,230.27,225,1676,398.84,77130314,114.81,13.06,15437.23,424.13,82023016,642.19,320.8,3424.94,585.59,113000000,103.25,5,NA,NA,NA,NA,542.22
PSY109 25C 10 02 m-25.csv,17,PSY109 25C 10,Mito 16,Mito,Object,62,0.0738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666.2,840.9,749.12,46445.13,38.76,NA,14.14,52.28,2.1,1,542.22
PSY109 25C 10 02 m-25.csv,20,PSY109 25C 10,Mito 19,Mito,Object,1942,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458.45,2105.99,746.42,1449551.25,186.66,NA,11.01,55.08,2.52,1,542.22
PSY109 25C 10 02 m-25.csv,21,PSY109 25C 10,Mito 20,Mito,Object,137,0.163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507.31,883.61,710.58,97349.96,102.21,NA,13.44,56.27,2.52,1,542.22
PSY109 25C 10 02 m-25.csv,28,PSY109 25C 10,Mito 27,Mito,Object,661,0.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447.07,940.62,667.47,441198.94,98.52,NA,14.78,53.63,2.25,1,542.22
PSY109 25C 10 02 m-25.csv,33,PSY109 25C 10,Mito 32,Mito,Object,262,0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471.44,788.25,595.25,155954.86,60.55,NA,13.9,54.78,4.04,1,542.22
PSY109 25C 10 02 m-35.csv,1,PSY109 25C 10,ROIs 1,ROIs,Object,193389,230.27,225,1676,398.84,77130314,114.81,13.06,15437.23,424.13,82023016,642.19,320.8,3424.94,585.59,113000000,103.25,5,NA,NA,NA,NA,542.22
PSY109 25C 10 02 m-35.csv,14,PSY109 25C 10,Mito 13,Mito,Object,70,0.0833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666.2,840.9,750.14,52509.7,39.37,NA,14.14,52.28,2.1,1,542.22
PSY109 25C 10 02 m-35.csv,15,PSY109 25C 10,Mito 14,Mito,Object,2251,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.01,2105.99,742.65,1671700.63,188.37,NA,11.03,55.06,2.52,1,542.22
PSY109 25C 10 02 m-35.csv,19,PSY109 25C 10,Mito 18,Mito,Object,146,0.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507.31,883.61,709.14,103534.78,103.76,NA,13.44,56.27,2.53,1,542.22
PSY109 25C 10 02 m-35.csv,23,PSY109 25C 10,Mito 22,Mito,Object,767,0.913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436.11,940.62,663.24,508704.31,100.42,NA,14.79,53.63,2.28,1,542.22
PSY109 25C 10 02 m-35.csv,29,PSY109 25C 10,Mito 28,Mito,Object,320,0.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469.12,788.25,599.1,191713.28,64.44,NA,13.91,54.77,4.02,1,542.22
PSY109 25C 10 02 m-50.csv,1,PSY109 25C 10,ROIs 1,ROIs,Object,193389,230.27,225,1676,398.84,77130314,114.81,13.06,15437.23,424.13,82023016,642.19,320.8,3424.94,585.59,113000000,103.25,5,NA,NA,NA,NA,542.22
PSY109 25C 10 02 m-50.csv,15,PSY109 25C 10,Mito 14,Mito,Object,102,0.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,583.68,843.61,735.85,75056.41,55.03,NA,14.16,52.29,2.15,1,542.22
PSY109 25C 10 02 m-50.csv,16,PSY109 25C 10,Mito 15,Mito,Object,2951,3.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,433.02,2242.51,734.15,2166467.75,183.39,NA,11.07,55.03,2.53,1,542.22
PSY109 25C 10 02 m-50.csv,20,PSY109 25C 10,Mito 19,Mito,Object,185,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507.31,883.61,700.15,129528.12,100.95,NA,13.44,56.27,2.54,1,542.22
PSY109 25C 10 02 m-50.csv,24,PSY109 25C 10,Mito 23,Mito,Object,986,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420.52,975.1,656.46,647269.94,103.43,NA,14.77,53.63,2.27,1,542.22
PSY109 25C 10 02 m-50.csv,29,PSY109 25C 10,Mito 28,Mito,Object,411,0.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457.4,788.25,596.79,245282.69,64.96,NA,13.92,54.76,4.02,1,542.22
PSY109 25C 10 03 m-25.csv,1,PSY109 25C 10,ROIs 1,ROIs,Object,200718,238.99,234,2022,441.57,88630661,155.13,5.94,26316.18,473.35,95010736,858.98,319.4,8556.6,622.31,125000000,143.27,9,NA,NA,NA,NA,542.22
PSY109 25C 10 03 m-25.csv,3,PSY109 25C 10,Mito 2,Mito,Object,134,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590.53,762.99,679.33,91029.9,34.34,NA,34.76,55.31,0.71,1,542.22
PSY109 25C 10 03 m-25.csv,4,PSY109 25C 10,Mito 3,Mito,Object,110,0.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637.37,872.24,767.14,84385.78,52.03,NA,33.42,56.25,1.02,1,542.22
PSY109 25C 10 03 m-25.csv,7,PSY109 25C 10,Mito 6,Mito,Object,67,0.0798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572.01,898.79,704.32,47189.5,73.86,NA,34.93,53.86,1.15,1,542.22
PSY109 25C 10 03 m-25.csv,8,PSY109 25C 10,Mito 7,Mito,Object,29,0.0345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,673.4,806.2,721.81,20932.39,32.93,NA,34.46,54.08,0.983,1,542.22
PSY109 25C 10 03 m-25.csv,9,PSY109 25C 10,Mito 8,Mito,Object,793,0.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430.83,1360.94,782.99,620914.94,134.01,NA,34.77,57.17,2.1,1,542.22
PSY109 25C 10 03 m-25.csv,13,PSY109 25C 10,Mito 12,Mito,Object,131,0.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,667.85,1101.63,815.35,106811.38,101.73,NA,33.75,54.15,1.47,1,542.22
PSY109 25C 10 03 m-25.csv,19,PSY109 25C 10,Mito 18,Mito,Object,1597,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468.8,1394.08,760.85,1215078.5,131.05,NA,31.99,51.9,3.01,1,542.22
PSY109 25C 10 03 m-25.csv,29,PSY109 25C 10,Mito 28,Mito,Object,642,0.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393.8,1048.38,654.17,419974.97,91.61,NA,35.34,54.27,3.33,1,542.22
PSY109 25C 10 03 m-25.csv,31,PSY109 25C 10,Mito 30,Mito,Object,211,0.251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538.88,1015.55,686.66,144886.19,101.46,NA,36.02,55.24,3.77,1,542.22
PSY109 25C 10 03 m-35.csv,1,PSY109 25C 10,ROIs 1,ROIs,Object,200718,238.99,234,2022,441.57,88630661,155.13,5.94,26316.18,473.35,95010736,858.98,319.4,8556.6,622.31,125000000,143.27,7,NA,NA,NA,NA,542.22
PSY109 25C 10 03 m-35.csv,2,PSY109 25C 10,Mito 1,Mito,Object,205,0.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590.53,800.64,675.64,138506.88,35.58,NA,34.74,55.28,0.716,1,542.22
PSY109 25C 10 03 m-35.csv,3,PSY109 25C 10,Mito 2,Mito,Object,132,0.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637.37,872.24,761.54,100522.87,51.26,NA,33.42,56.25,1.03,1,542.22
PSY109 25C 10 03 m-35.csv,5,PSY109 25C 10,Mito 4,Mito,Object,926,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430.83,1368.07,780.86,723076,136.54,NA,34.75,57.16,2.07,1,542.22
PSY109 25C 10 03 m-35.csv,9,PSY109 25C 10,Mito 8,Mito,Object,309,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572.01,1101.63,771.87,238508.25,98.38,NA,34.18,54.07,1.3,1,542.22
PSY109 25C 10 03 m-35.csv,18,PSY109 25C 10,Mito 17,Mito,Object,1788,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468.8,1394.08,759.64,1358243.13,130.93,NA,31.98,51.89,3,1,542.22
PSY109 25C 10 03 m-35.csv,24,PSY109 25C 10,Mito 23,Mito,Object,745,0.887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393.8,1124.91,654.93,487921.31,99.65,NA,35.35,54.27,3.33,1,542.22
PSY109 25C 10 03 m-35.csv,26,PSY109 25C 10,Mito 25,Mito,Object,238,0.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530.69,1027.07,684.16,162829.97,104.18,NA,36.02,55.24,3.78,1,542.22
PSY109 25C 10 03 m-50.csv,1,PSY109 25C 10,ROIs 1,ROIs,Object,200718,238.99,234,2022,441.57,88630661,155.13,5.94,26316.18,473.35,95010736,858.98,319.4,8556.6,622.31,125000000,143.27,6,NA,NA,NA,NA,542.22
PSY109 25C 10 03 m-50.csv,4,PSY109 25C 10,Mito 3,Mito,Object,171,0.204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636.83,872.24,754.13,128956.19,52.89,NA,33.41,56.25,1.03,1,542.22
PSY109 25C 10 03 m-50.csv,5,PSY109 25C 10,Mito 4,Mito,Object,1186,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404.23,1368.07,773.3,917129.44,136.11,NA,34.72,57.16,2.05,1,542.22
PSY109 25C 10 03 m-50.csv,9,PSY109 25C 10,Mito 8,Mito,Object,931,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572.01,1101.63,733.72,683091.69,89.85,NA,34.38,54.53,1.06,1,542.22
PSY109 25C 10 03 m-50.csv,18,PSY109 25C 10,Mito 17,Mito,Object,2158,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468.8,1394.08,755.84,1631105.63,131.15,NA,31.99,51.9,3,1,542.22
PSY109 25C 10 03 m-50.csv,25,PSY109 25C 10,Mito 24,Mito,Object,941,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393.13,1185.22,658.61,619752.88,108.65,NA,35.36,54.28,3.31,1,542.22
PSY109 25C 10 03 m-50.csv,26,PSY109 25C 10,Mito 25,Mito,Object,292,0.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528.95,1131.18,681.71,199059.27,114.3,NA,36.02,55.23,3.8,1,542.22
PSY109 25C 10 04 m-25.csv,1,PSY109 25C 10,ROIs 1,ROIs,Object,156030,185.78,240,2346,490.29,76500195,212.64,0.413,32851.5,539.65,84201128,1075.67,322.29,3322.54,600.48,93692984,101.45,3,NA,NA,NA,NA,542.22
PSY109 25C 10 04 m-25.csv,2,PSY109 25C 10,Mito 1,Mito,Object,74,0.0881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,570.89,757.06,676.24,50041.43,47.68,NA,59.89,31.44,0.941,1,542.22
PSY109 25C 10 04 m-25.csv,16,PSY109 25C 10,Mito 15,Mito,Object,581,0.692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458.56,1471.82,749.23,435300.97,160.34,NA,59.32,31.44,2.33,1,542.22
PSY109 25C 10 04 m-25.csv,34,PSY109 25C 10,Mito 33,Mito,Object,3416,4.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.71,3148.5,726.74,2482537,164.92,NA,63.15,30.53,2.44,1,542.22
PSY109 25C 10 04 m-35.csv,1,PSY109 25C 10,ROIs 1,ROIs,Object,156030,185.78,240,2346,490.29,76500195,212.64,0.413,32851.5,539.65,84201128,1075.67,322.29,3322.54,600.48,93692984,101.45,2,NA,NA,NA,NA,542.22
PSY109 25C 10 04 m-35.csv,13,PSY109 25C 10,Mito 12,Mito,Object,748,0.891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458.56,1494.16,736.36,550793.75,154.21,NA,59.39,31.44,2.16,1,542.22
PSY109 25C 10 04 m-35.csv,28,PSY109 25C 10,Mito 27,Mito,Object,3901,4.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.71,3148.5,723.28,2821496.25,164.45,NA,63.14,30.53,2.43,1,542.22
PSY109 25C 10 04 m-50.csv,1,PSY109 25C 10,ROIs 1,ROIs,Object,156030,185.78,240,2346,490.29,76500195,212.64,0.413,32851.5,539.65,84201128,1075.67,322.29,3322.54,600.48,93692984,101.45,2,NA,NA,NA,NA,542.22
PSY109 25C 10 04 m-50.csv,14,PSY109 25C 10,Mito 13,Mito,Object,922,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458.56,1494.16,729.63,672722.44,153.71,NA,59.4,31.44,2.14,1,542.22
PSY109 25C 10 04 m-50.csv,28,PSY109 25C 10,Mito 27,Mito,Object,4952,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420.52,3322.54,715.69,3544077.25,172.24,NA,63.12,30.53,2.39,1,542.22
PSY109 25C 10 05 m-25.csv,1,PSY109 25C 10,ROIs 1,ROIs,Object,135576,161.43,225,1710,372.26,50469194,116.4,21.11,16072.94,395.76,53655160,624.9,331.94,1237.82,590.03,79993328,79.32,3,NA,NA,NA,NA,542.22
PSY109 25C 10 05 m-25.csv,10,PSY109 25C 10,Mito 9,Mito,Object,659,0.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502.65,1208.25,792.82,522467.09,120.3,NA,71.58,6.77,2.21,1,542.22
PSY109 25C 10 05 m-25.csv,14,PSY109 25C 10,Mito 13,Mito,Object,282,0.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578.68,825.84,700.31,197486.52,53.78,NA,72.39,1.95,2.18,1,542.22
PSY109 25C 10 05 m-25.csv,22,PSY109 25C 10,Mito 21,Mito,Object,918,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460.7,1084.41,691.59,634877.63,93.99,NA,70.23,4.7,3.5,1,542.22
PSY109 25C 10 05 m-35.csv,1,PSY109 25C 10,ROIs 1,ROIs,Object,135576,161.43,225,1710,372.26,50469194,116.4,21.11,16072.94,395.76,53655160,624.9,331.94,1237.82,590.03,79993328,79.32,3,NA,NA,NA,NA,542.22
PSY109 25C 10 05 m-35.csv,6,PSY109 25C 10,Mito 5,Mito,Object,730,0.869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502.65,1208.25,788.33,575477.81,121.45,NA,71.58,6.78,2.22,1,542.22
PSY109 25C 10 05 m-35.csv,10,PSY109 25C 10,Mito 9,Mito,Object,362,0.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578.68,842.41,700.3,253510.11,53.77,NA,72.39,1.96,2.18,1,542.22
PSY109 25C 10 05 m-35.csv,20,PSY109 25C 10,Mito 19,Mito,Object,1054,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460.7,1084.41,687.88,725022.56,95.97,NA,70.23,4.71,3.5,1,542.22
PSY109 25C 10 05 m-50.csv,1,PSY109 25C 10,ROIs 1,ROIs,Object,135576,161.43,225,1710,372.26,50469194,116.4,21.11,16072.94,395.76,53655160,624.9,331.94,1237.82,590.03,79993328,79.32,3,NA,NA,NA,NA,542.22
PSY109 25C 10 05 m-50.csv,6,PSY109 25C 10,Mito 5,Mito,Object,892,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487.2,1208.25,780.25,695980.81,125.25,NA,71.58,6.77,2.24,1,542.22
PSY109 25C 10 05 m-50.csv,11,PSY109 25C 10,Mito 10,Mito,Object,550,0.655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567.49,883.99,694.16,381790.63,54.48,NA,72.37,1.97,2.22,1,542.22
PSY109 25C 10 05 m-50.csv,21,PSY109 25C 10,Mito 20,Mito,Object,1351,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454.64,1084.41,685.74,926434.44,98.45,NA,70.22,4.72,3.5,1,542.22
PSY109 25C 11 01 m-25.csv,1,PSY109 25C 11,ROIs 1,ROIs,Object,198870,236.79,218,1601,390.09,77577578,114.83,1e-6,19273.27,409.37,81410944,670.2,27.01,43700.53,609.5,121000000,524.55,7,NA,NA,NA,NA,535.15
PSY109 25C 11 01 m-25.csv,6,PSY109 25C 11,Mito 5,Mito,Object,198,0.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544.97,839.53,679.37,134515.41,67.06,NA,22.08,56.42,1.05,1,535.15
PSY109 25C 11 01 m-25.csv,9,PSY109 25C 11,Mito 8,Mito,Object,127,0.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584.23,895.67,749.59,95198.55,66.98,NA,20.17,51.37,1.16,1,535.15
PSY109 25C 11 01 m-25.csv,12,PSY109 25C 11,Mito 11,Mito,Object,24,0.0286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,517.55,765.01,662.81,15907.4,61.38,NA,19.73,51.54,1.34,1,535.15
PSY109 25C 11 01 m-25.csv,21,PSY109 25C 11,Mito 20,Mito,Object,422,0.502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.89,13222.1,884.72,373351.13,1054.54,NA,21.89,53.27,2.34,1,535.15
PSY109 25C 11 01 m-25.csv,27,PSY109 25C 11,Mito 26,Mito,Object,376,0.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.6,2945.88,811.01,304939.22,316.5,NA,20.27,54.86,2.66,1,535.15
PSY109 25C 11 01 m-25.csv,31,PSY109 25C 11,Mito 30,Mito,Object,576,0.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323.35,1139.84,757.63,436396.91,174.35,NA,19.21,50.87,2.53,1,535.15
PSY109 25C 11 01 m-25.csv,40,PSY109 25C 11,Mito 39,Mito,Object,353,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363.68,1123.53,629.46,222200.63,147.5,NA,22.74,56.17,3.48,1,535.15
PSY109 25C 11 01 m-35.csv,1,PSY109 25C 11,ROIs 1,ROIs,Object,198870,236.79,218,1601,390.09,77577578,114.83,1e-6,19273.27,409.37,81410944,670.2,27.01,43700.53,609.5,121000000,524.55,7,NA,NA,NA,NA,535.15
PSY109 25C 11 01 m-35.csv,5,PSY109 25C 11,Mito 4,Mito,Object,273,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544.97,839.53,680.61,185806.84,65.97,NA,22.07,56.4,1.02,1,535.15
PSY109 25C 11 01 m-35.csv,8,PSY109 25C 11,Mito 7,Mito,Object,164,0.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565.22,895.67,738.89,121178.61,68.57,NA,20.17,51.37,1.18,1,535.15
PSY109 25C 11 01 m-35.csv,13,PSY109 25C 11,Mito 12,Mito,Object,36,0.0429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,517.55,784.52,655.31,23591.31,67.92,NA,19.72,51.5,1.36,1,535.15
PSY109 25C 11 01 m-35.csv,20,PSY109 25C 11,Mito 19,Mito,Object,480,0.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.89,19277.15,959.18,460404.19,1526.99,NA,21.9,53.27,2.36,1,535.15
PSY109 25C 11 01 m-35.csv,25,PSY109 25C 11,Mito 24,Mito,Object,456,0.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262.48,3117.93,813.5,370955.41,342.44,NA,20.27,54.83,2.67,1,535.15
PSY109 25C 11 01 m-35.csv,29,PSY109 25C 11,Mito 28,Mito,Object,658,0.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323.35,1159.29,760.67,500517.75,173.02,NA,19.2,50.89,2.47,1,535.15
PSY109 25C 11 01 m-35.csv,39,PSY109 25C 11,Mito 38,Mito,Object,411,0.489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363.68,1165.86,626.09,257323.67,151.96,NA,22.75,56.16,3.49,1,535.15
PSY109 25C 11 01 m-50.csv,1,PSY109 25C 11,ROIs 1,ROIs,Object,198870,236.79,218,1601,390.09,77577578,114.83,1e-6,19273.27,409.37,81410944,670.2,27.01,43700.53,609.5,121000000,524.55,5,NA,NA,NA,NA,535.15
