filename,Name,ID,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Item Name,Population,Type,Number of contained Mito,Compartment ROIs ID,"Min (roGFP 470 (DCI: 30 its, roGFP 470))","Max (roGFP 470 (DCI: 30 its, roGFP 470))","Mean (roGFP 470 (DCI: 30 its, roGFP 470))","Sum (roGFP 470 (DCI: 30 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 30 its, roGFP 470))","Min (mCherry double (DCI: 30 its, mCherry double))","Max (mCherry double (DCI: 30 its, mCherry double))","Mean (mCherry double (DCI: 30 its, mCherry double))","Sum (mCherry double (DCI: 30 its, mCherry double))","Standard Deviation (mCherry double (DCI: 30 its, mCherry double))","Min (mCherry double (DCI: 30 its, mCherry double) (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 30 its, mCherry double) (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 30 its, mCherry double) (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 30 its, mCherry double) (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 30 its, mCherry double) (DCI: 60 its, mCherry double))"
GTY029 II 25C 8 03 m-50.csv,Mito 36,37,0.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476.19,5570.59,1213.57,265771.06,766.33,NA,NA,NA,NA,NA,19.69,59.31,3.28,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 03 m-50.csv,Mito 44,45,0.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536.08,1275.09,849.14,139258.33,154.81,NA,NA,NA,NA,NA,20.98,60.71,3.3,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 03 m-50.csv,Mito 45,46,0.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,768.06,1631.08,1026.85,133490.05,142.85,NA,NA,NA,NA,NA,22.8,62.73,3.14,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 04 m-25.csv,ROIs 1,1,231.74,453,1654,676.83,132000000,71.71,217,2096,376.69,73314621,134.59,277.27,20642.53,686.01,134000000,192.68,3.27,18700.11,396.32,77135120,540.68,NA,NA,NA,GTY029 II 25C 8,ROIs,Object,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 04 m-25.csv,Mito 13,14,3.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556.72,2144.11,1093.39,2874526.5,235.82,NA,NA,NA,NA,NA,62.37,59.67,2.3,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 04 m-25.csv,Mito 15,16,0.0845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,747.78,1105.68,948.12,67316.21,87.09,NA,NA,NA,NA,NA,66.17,62.28,1.64,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 04 m-25.csv,Mito 16,17,0.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,809.11,1342.88,1002.89,128369.95,129.98,NA,NA,NA,NA,NA,66.29,63.22,1.61,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 04 m-25.csv,Mito 17,18,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,842.99,1021.67,905.22,23535.79,44.58,NA,NA,NA,NA,NA,66.67,63.54,1.5,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 04 m-25.csv,Mito 30,31,0.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,708.39,1290.04,908.44,268899.06,86.93,NA,NA,NA,NA,NA,65.47,62.7,2.19,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 04 m-25.csv,Mito 39,40,0.0714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,780.7,1093.34,890.06,53403.41,71.35,NA,NA,NA,NA,NA,64.35,62.37,2.13,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 04 m-25.csv,Mito 63,64,0.0881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,545.24,1066.74,839.43,62118.02,135,NA,NA,NA,NA,NA,61.27,61.28,3.52,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 04 m-25.csv,Mito 64,65,0.0786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650.05,1282.44,873.72,57665.84,120.36,NA,NA,NA,NA,NA,62.96,61.34,3.6,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 04 m-35.csv,ROIs 1,1,231.74,453,1654,676.83,132000000,71.71,217,2096,376.69,73314621,134.59,277.27,20642.53,686.01,134000000,192.68,3.27,18700.11,396.32,77135120,540.68,NA,NA,NA,GTY029 II 25C 8,ROIs,Object,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 04 m-35.csv,Mito 15,16,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,523.13,2144.11,1075.89,3344956.25,234.61,NA,NA,NA,NA,NA,62.39,59.69,2.3,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 04 m-35.csv,Mito 37,38,0.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648.69,1342.88,933.71,747902.38,102.98,NA,NA,NA,NA,NA,65.7,62.78,1.94,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 04 m-35.csv,Mito 60,61,0.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479.8,1066.74,822.81,74052.86,148.11,NA,NA,NA,NA,NA,61.27,61.29,3.54,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 04 m-35.csv,Mito 61,62,0.0893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650.05,1282.44,872.74,65455.53,126.88,NA,NA,NA,NA,NA,62.95,61.34,3.59,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 04 m-50.csv,ROIs 1,1,231.74,453,1654,676.83,132000000,71.71,217,2096,376.69,73314621,134.59,277.27,20642.53,686.01,134000000,192.68,3.27,18700.11,396.32,77135120,540.68,NA,NA,NA,GTY029 II 25C 8,ROIs,Object,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 04 m-50.csv,Mito 13,14,4.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449.15,2144.11,1044.16,4225705.5,238.5,NA,NA,NA,NA,NA,62.39,59.71,2.33,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 04 m-50.csv,Mito 21,22,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648.69,1342.88,932.53,1165663.63,101.96,NA,NA,NA,NA,NA,65.73,62.78,1.93,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 04 m-50.csv,Mito 49,50,0.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467.77,1120.76,802.46,104319.97,162.06,NA,NA,NA,NA,NA,61.27,61.28,3.57,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 04 m-50.csv,Mito 50,51,0.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650.05,1282.44,874.82,78733.39,133.28,NA,NA,NA,NA,NA,62.95,61.34,3.59,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 05 m-25.csv,ROIs 1,1,408.78,452,1323,703.76,242000000,84.2,221,1945,380.91,131000000,105.71,211.83,7822,702.63,241000000,205.52,0.998,19209.02,390.7,134000000,623.8,NA,NA,NA,GTY029 II 25C 8,ROIs,Object,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 05 m-25.csv,Mito 2,3,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590.84,1426.02,974.21,716047.56,149.46,NA,NA,NA,NA,NA,71.11,12.85,1.68,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 05 m-25.csv,Mito 6,7,0.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637.13,3466.83,995.3,563341.38,264.92,NA,NA,NA,NA,NA,69.25,7.24,1.73,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 05 m-25.csv,Mito 32,33,0.909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.86,2031.84,937.37,715209.94,268.47,NA,NA,NA,NA,NA,69.88,15.21,2.81,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 05 m-25.csv,Mito 45,46,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475.78,1723.19,931.24,1007598.94,218.56,NA,NA,NA,NA,NA,71.76,6.44,3.14,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 05 m-25.csv,Mito 46,47,0.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552.06,1927.78,975.16,360809.41,277.88,NA,NA,NA,NA,NA,67.01,13.14,3.22,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 05 m-25.csv,Mito 50,51,2.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522.3,2140.01,1046.65,2080734.25,211.09,NA,NA,NA,NA,NA,68.76,10.58,2.73,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 05 m-25.csv,Mito 51,52,0.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,429.07,2575.08,1016.49,208380.36,447.24,NA,NA,NA,NA,NA,67.86,14.52,2.94,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 05 m-25.csv,Mito 60,61,0.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521.81,1382.93,877.76,386214.19,170.79,NA,NA,NA,NA,NA,67.46,12,3.45,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 05 m-35.csv,ROIs 1,1,408.78,452,1323,703.76,242000000,84.2,221,1945,380.91,131000000,105.71,211.83,7822,702.63,241000000,205.52,0.998,19209.02,390.7,134000000,623.8,NA,NA,NA,GTY029 II 25C 8,ROIs,Object,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 05 m-35.csv,Mito 1,2,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577.98,1426.02,967.47,822353.69,154.44,NA,NA,NA,NA,NA,71.1,12.85,1.69,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 05 m-35.csv,Mito 8,9,0.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584.17,3466.83,990.97,691699.06,267.4,NA,NA,NA,NA,NA,69.29,7.18,1.72,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 05 m-35.csv,Mito 31,32,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461.57,1723.19,925.24,1166730.5,221.77,NA,NA,NA,NA,NA,71.75,6.45,3.15,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 05 m-35.csv,Mito 32,33,1.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.93,2031.84,925.73,790576.38,273.44,NA,NA,NA,NA,NA,69.88,15.2,2.82,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 05 m-35.csv,Mito 39,40,0.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,424.93,3523.82,1028.51,237586.39,496.59,NA,NA,NA,NA,NA,67.85,14.51,2.95,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 05 m-35.csv,Mito 44,45,0.483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509.99,1927.78,968.84,393349.97,279.25,NA,NA,NA,NA,NA,67,13.15,3.23,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 05 m-35.csv,Mito 48,49,2.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522.3,2442.68,1045.82,2309163.5,213.64,NA,NA,NA,NA,NA,68.78,10.59,2.73,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 05 m-35.csv,Mito 57,58,0.581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521.81,1382.93,878.37,428646.09,172.53,NA,NA,NA,NA,NA,67.46,12.01,3.45,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 05 m-50.csv,ROIs 1,1,408.78,452,1323,703.76,242000000,84.2,221,1945,380.91,131000000,105.71,211.83,7822,702.63,241000000,205.52,0.998,19209.02,390.7,134000000,623.8,NA,NA,NA,GTY029 II 25C 8,ROIs,Object,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 05 m-50.csv,Mito 2,3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553.55,1461.03,953.1,1037923.63,158.52,NA,NA,NA,NA,NA,71.09,12.86,1.7,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 05 m-50.csv,Mito 10,11,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553.13,3466.83,993.6,940942,271.39,NA,NA,NA,NA,NA,69.31,7.13,1.72,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 05 m-50.csv,Mito 23,24,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,427.28,1723.19,920.82,1460417.13,226.07,NA,NA,NA,NA,NA,71.72,6.47,3.16,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 05 m-50.csv,Mito 25,26,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392.78,2031.84,906.91,979461.31,279.59,NA,NA,NA,NA,NA,69.86,15.21,2.83,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 05 m-50.csv,Mito 37,38,3.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458.18,2490.73,1035.7,2877164,220.26,NA,NA,NA,NA,NA,68.77,10.6,2.74,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 05 m-50.csv,Mito 38,39,0.595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509.99,1927.78,961.12,480558.81,276.74,NA,NA,NA,NA,NA,66.99,13.16,3.22,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 05 m-50.csv,Mito 39,40,0.339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341.69,3523.82,999.76,284932.06,499.23,NA,NA,NA,NA,NA,67.85,14.51,2.99,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 05 m-50.csv,Mito 47,48,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.08,1422.3,859.56,520036.69,183.15,NA,NA,NA,NA,NA,67.45,12.01,3.48,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 06 m-25.csv,ROIs 1,1,269.23,474,1300,695.64,157000000,74.44,210,1422,361.42,81719598,90.35,211.83,10468.64,695.11,157000000,194.93,5.91,15314.7,370.16,83695408,455.92,NA,NA,NA,GTY029 II 25C 8,ROIs,Object,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 06 m-25.csv,Mito 1,2,0.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,587.68,1400.44,930.26,411172.84,141.54,NA,NA,NA,NA,NA,67.4,3.68,1.54,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 06 m-25.csv,Mito 3,4,0.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,677.88,1208.76,939.86,404140.06,91.73,NA,NA,NA,NA,NA,69.27,2.94,2.16,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 06 m-25.csv,Mito 4,5,0.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,593.62,1413.75,881.77,165772.45,162.2,NA,NA,NA,NA,NA,66.09,5.87,1.34,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 06 m-25.csv,Mito 5,6,0.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512.59,1327.18,873.56,236734.09,173.06,NA,NA,NA,NA,NA,67.69,5.66,1.77,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 06 m-25.csv,Mito 40,41,0.751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,593.61,1675.23,1051.73,663642.56,160.54,NA,NA,NA,NA,NA,71.4,2.73,2.53,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 06 m-25.csv,Mito 43,44,0.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,542.96,1540.48,905.63,429268,173.72,NA,NA,NA,NA,NA,67.64,2.99,3.14,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 06 m-25.csv,Mito 48,49,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,468.88,1479.92,863.65,897336.25,205.28,NA,NA,NA,NA,NA,65.8,5.71,3.18,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 06 m-35.csv,ROIs 1,1,269.23,474,1300,695.64,157000000,74.44,210,1422,361.42,81719598,90.35,211.83,10468.64,695.11,157000000,194.93,5.91,15314.7,370.16,83695408,455.92,NA,NA,NA,GTY029 II 25C 8,ROIs,Object,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 06 m-35.csv,Mito 5,6,0.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573.01,1400.44,925.94,496303,139.92,NA,NA,NA,NA,NA,67.39,3.68,1.55,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 06 m-35.csv,Mito 6,7,0.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,593.62,1611.5,876.28,201543.55,166.39,NA,NA,NA,NA,NA,66.09,5.87,1.33,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 06 m-35.csv,Mito 7,8,0.382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512.59,1327.18,871.65,279801,173.22,NA,NA,NA,NA,NA,67.69,5.66,1.77,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 06 m-35.csv,Mito 24,25,0.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660.79,1367.46,938.72,461850.88,96.56,NA,NA,NA,NA,NA,69.27,2.95,2.15,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 06 m-35.csv,Mito 38,39,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,542.96,1540.48,905.82,491860.75,172.67,NA,NA,NA,NA,NA,67.65,2.99,3.15,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 06 m-35.csv,Mito 42,43,0.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,593.61,1675.23,1047.21,752947.19,161.44,NA,NA,NA,NA,NA,71.4,2.74,2.54,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 06 m-35.csv,Mito 56,57,1.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.37,1635.37,864.23,1081153,206.62,NA,NA,NA,NA,NA,65.8,5.72,3.17,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 06 m-50.csv,ROIs 1,1,269.23,474,1300,695.64,157000000,74.44,210,1422,361.42,81719598,90.35,211.83,10468.64,695.11,157000000,194.93,5.91,15314.7,370.16,83695408,455.92,NA,NA,NA,GTY029 II 25C 8,ROIs,Object,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 06 m-50.csv,Mito 1,2,0.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554.42,1400.44,908.34,675801.75,144.94,NA,NA,NA,NA,NA,67.38,3.69,1.56,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 06 m-50.csv,Mito 9,10,0.477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501.82,1327.18,873.5,350275.13,172.93,NA,NA,NA,NA,NA,67.68,5.68,1.79,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 06 m-50.csv,Mito 14,15,0.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660.79,1367.46,934.77,598251,100.36,NA,NA,NA,NA,NA,69.27,2.95,2.13,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 06 m-50.csv,Mito 29,30,0.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,542.96,1753.76,899.95,651565.31,178.65,NA,NA,NA,NA,NA,67.67,3.01,3.22,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTY029 II 25C 8 06 m-50.csv,Mito 32,33,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591.36,1675.23,1027.54,952527.88,165.86,NA,NA,NA,NA,NA,71.4,2.74,2.56,GTY029 II 25C 8,Mito,Object,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
