filename,RawCellIntDen,RawCellMean,CellVolume_um3,ItemName,RawMitoIntDen,RawMitoMean,MitoVolume_um3,ExtracellularBackground,CellIntDenCorr,MitoIntDenCorr,FractionInMito,MitoMeanCorr,MitoThresh,Temp
GTY029 II 25C 12 02 m-50.csv,112000000,680.84,196.74,GTY029 II 25C 12,4620736.1899999995,818.5627425595238,6.72,526.95,25427327.28647014,1645786.2013941377,0.06472509606897847,291.6127425595238,-50,25
GTY029 II 25C 12 03 m-25.csv,118000000,628.6,222.62,GTY029 II 25C 12,1686831.49,789.7237331970758,2.5442,526.95,19005058.36902662,561475.5454774504,0.029543479139875296,262.7737331970758,-25,25
GTY029 II 25C 12 03 m-35.csv,118000000,628.6,222.62,GTY029 II 25C 12,1956098.37,784.641237429979,2.9634,526.95,19005058.36902662,641338.8872092044,0.03374569415974131,257.69123742997897,-35,25
GTY029 II 25C 12 03 m-50.csv,118000000,628.6,222.62,GTY029 II 25C 12,2567456.48,774.7311255477041,3.9483,526.95,19005058.36902662,821629.4767783657,0.04323214698026981,247.78112554770405,-50,25
GTY029 II 25C 12 04 m-25.csv,97025560,644.57,179.23,GTY029 II 25C 12,2946031.26,774.6698278639683,4.5313,526.95,17704738.8930881,942716.7682875614,0.05324657844322101,247.71982786396825,-25,25
GTY029 II 25C 12 04 m-35.csv,97025560,644.57,179.23,GTY029 II 25C 12,3402261.84,772.7063008207673,5.239,526.95,17704738.8930881,1081311.2118921638,0.06107467714840494,245.75630082076725,-35,25
GTY029 II 25C 12 04 m-50.csv,97025560,644.57,179.23,GTY029 II 25C 12,4382564.28,768.596122809601,6.7909999999999995,526.95,17704738.8930881,1378196.7078189296,0.07784337945571032,241.6461228096009,-50,25
GTY029 II 25C 12 05 m-25.csv,135000000,680.84,236.49,GTY029 II 25C 12,3639448.37,877.1895180430117,4.9382,526.95,30564748.551272355,1452551.2622826912,0.047523743237934284,350.2395180430117,-25,25
GTY029 II 25C 12 05 m-35.csv,135000000,680.84,236.49,GTY029 II 25C 12,4345269.7,873.4226184652236,5.9279,526.95,30564748.551272355,1724913.9455782303,0.056434750074409665,346.4726184652236,-35,25
GTY029 II 25C 12 05 m-50.csv,135000000,680.84,236.49,GTY029 II 25C 12,5885595.91,866.9282284915648,8.0852,526.95,30564748.551272355,2308551.249685059,0.07552986231221451,339.9782284915648,-50,25
GTY029 II 25C 12 06 m-25.csv,131000000,666.88,233.27,GTY029 II 25C 12,2334306.97,825.1335133531157,3.37,526.95,27413681.951793052,843939.2290249432,0.030785329402632233,298.1835133531157,-25,25
GTY029 II 25C 12 06 m-35.csv,131000000,666.88,233.27,GTY029 II 25C 12,2819287.6399999997,821.6958005377659,4.091,526.95,27413681.951793052,1012685.8738557152,0.03694089234844567,294.74580053776583,-35,25
GTY029 II 25C 12 06 m-50.csv,131000000,666.88,233.27,GTY029 II 25C 12,3859521.44,815.7789716312056,5.640000000000001,526.95,27413681.951793052,1368098.9334005206,0.049905698030870936,288.8289716312056,-50,25
GTY029 II 25C 12 07 m-25.csv,82438464,658.89,148.98,GTY029 II 25C 12,1230454.21,846.8318271404555,1.7251,526.95,16508290.249433098,463448.5092802551,0.028073683117860744,319.88182714045547,-25,25
GTY029 II 25C 12 07 m-35.csv,82438464,658.89,148.98,GTY029 II 25C 12,1486029.15,841.9283321420063,2.0985,526.95,16508290.249433098,555120.542538003,0.033626773830019496,314.97833214200625,-35,25
GTY029 II 25C 12 07 m-50.csv,82438464,658.89,148.98,GTY029 II 25C 12,2055563.77,834.9178437467972,2.9273,526.95,16508290.249433098,757129.645586629,0.045863601508498386,307.96784374679714,-50,25
GTY029 II 25C 12 08 m-25.csv,137000000,642.53,253.97,GTY029 II 25C 12,2128440.34,814.8454391783115,3.1058,526.95,24652601.49491894,750941.173259427,0.030460930194900558,287.89543917831145,-25,25
GTY029 II 25C 12 08 m-35.csv,137000000,642.53,253.97,GTY029 II 25C 12,2668950.48,805.8345899642122,3.9399,526.95,24652601.49491894,922799.5263290498,0.03743213577355091,278.8845899642122,-35,25
GTY029 II 25C 12 08 m-50.csv,137000000,642.53,253.97,GTY029 II 25C 12,3983513.57,788.6592950912293,6.0178,526.95,24652601.49491894,1322679.260938943,0.053652725502886814,261.70929509122925,-50,25
GTY029 II 25C 13 01 m-25.csv,163000000,710.84,272.2,GTY029 II 25C 13,2117648.07,1010.7963149663138,2.4936,529.14,41537532.54388176,1008699.241622575,0.024284043366248308,481.65631496631386,-25,25
GTY029 II 25C 13 01 m-35.csv,163000000,710.84,272.2,GTY029 II 25C 13,2740524.92,1004.629152427573,3.2481,529.14,41537532.54388176,1297082.6539010664,0.031226762266891542,475.489152427573,-35,25
GTY029 II 25C 13 01 m-50.csv,163000000,710.84,272.2,GTY029 II 25C 13,4183911.7399999998,997.7400208383425,4.9908,529.14,41537532.54388176,1964129.4902158394,0.04728565636730737,468.6000208383425,-50,25
GTY029 II 25C 13 02 m-25.csv,137000000,669.31,243.35,GTY029 II 25C 13,4154449.98,834.9009274873523,5.930000000000001,529.14,28647324.68295959,1522770.051230368,0.053155750775435016,305.7609274873523,-25,25
GTY029 II 25C 13 02 m-35.csv,137000000,669.31,243.35,GTY029 II 25C 13,4806308.69,831.5506821480406,6.89,529.14,28647324.68295959,1749903.082220542,0.061084345626921464,302.41068214804056,-35,25
GTY029 II 25C 13 02 m-50.csv,137000000,669.31,243.35,GTY029 II 25C 13,6302650.01,827.7645559845561,9.065,529.14,28647324.68295959,2273479.1299235746,0.07936095796323758,298.6245559845561,-50,25
GTY029 II 25C 13 03 m-25.csv,132000000,707.29,222.54,GTY029 II 25C 13,5360240.35,997.2462732530875,6.397,529.14,33295961.199294526,2514886.8984630895,0.07553128991862157,468.10627325308747,-25,25
GTY029 II 25C 13 03 m-35.csv,132000000,707.29,222.54,GTY029 II 25C 13,6077851.43,991.3245833333333,7.296,529.14,33295961.199294526,2832030.5030654236,0.08505627712965465,462.1845833333333,-35,25
GTY029 II 25C 13 03 m-50.csv,132000000,707.29,222.54,GTY029 II 25C 13,7710411.19,979.5865936999464,9.365,529.14,33295961.199294526,3542817.124380615,0.10640380985474239,450.44659369994645,-50,25
GTY029 II 25C 13 04 m-25.csv,172000000,698.71,293.26,GTY029 II 25C 13,3131599.57,941.5808082160632,3.9581,529.14,41763750.90283028,1371027.0958259846,0.03282815997576194,412.44080821606326,-25,25
GTY029 II 25C 13 04 m-35.csv,172000000,698.71,293.26,GTY029 II 25C 13,3817008.71,934.1841618734593,4.868,529.14,41763750.90283028,1655962.8621819098,0.039650721651768285,405.0441618734593,-35,25
GTY029 II 25C 13 04 m-50.csv,172000000,698.71,293.26,GTY029 II 25C 13,5122678.38,921.1577536231885,6.624,529.14,41763750.90283028,2180839.50617284,0.05221847796302815,392.01775362318847,-50,25
GTY029 II 25C 13 05 m-25.csv,127000000,714.07,211.76,GTY029 II 25C 13,3190475.45,1110.4937029668206,3.4178,529.14,32888869.40455195,1668724.8559670777,0.050738285814595975,581.3537029668206,-25,25
GTY029 II 25C 13 05 m-35.csv,127000000,714.07,211.76,GTY029 II 25C 13,3741044.87,1090.694575208231,4.082,529.14,32888869.40455195,1925141.325270848,0.05853473713524494,561.5545752082311,-35,25
GTY029 II 25C 13 05 m-50.csv,127000000,714.07,211.76,GTY029 II 25C 13,4920650.06,1055.4689117948901,5.5541,529.14,32888869.40455195,2455096.5054169805,0.07464824878039697,526.3289117948901,-50,25
GTY029 II 25C 13 06 m-25.csv,136000000,722.76,223.79,GTY029 II 25C 13,4509664.68,968.7070168598144,5.5398000000000005,529.14,36390543.209876545,2045110.741580583,0.05619896163093085,439.56701685981443,-25,25
