filename,ItemName,CellMin,CellMean,CellSD,ExtracellularBackground,RawMitoMean,MitoVolume_um3,RawMitoSD,MitoMeanCorr,CellMeanCorr,MitoLoc,MitoThresh,Temp
GTY027 25C 10 06 m-35.csv,GTY027 25C 10,254.17,842.63,351.78,685.37,1019.3352177201083,2.5124,145.46243830600224,333.9652177201083,157.26,2.1236501190392234,-35,25
GTY027 25C 10 06 m-50.csv,GTY027 25C 10,254.17,842.63,351.78,685.37,1019.0226294912521,6.075699999999999,164.76388465526608,333.6526294912521,157.26,2.1216624029712077,-50,25
GTY027 25C 10 m-25.csv,GTY027 25C,297.87,770.46,167.57,676.88,969.22839968926,2.0596,140.71915032045058,292.34839968925996,93.58000000000004,3.1240478701566556,-25,25
GTY027 25C 10 m-35.csv,GTY027 25C,297.87,770.46,167.57,676.88,968.0910088424438,2.488,146.45957395498394,291.2110088424438,93.58000000000004,3.111893661492238,-35,25
GTY027 25C 10 m-50.csv,GTY027 25C,297.87,770.46,167.57,676.88,966.1607746068726,3.434,158.24063191613277,289.28077460687257,93.58000000000004,3.091267093469464,-50,25
GTY027 25C 11 01 m-25.csv,GTY027 25C 11,299.97,1017.16,326.08,677.83,1628.9594231587212,3.0563000000000002,281.15057095180447,951.1294231587211,339.3299999999999,2.8029629657228106,-25,25
GTY027 25C 11 01 m-35.csv,GTY027 25C 11,299.97,1017.16,326.08,677.83,1613.3320858558066,3.634,285.8911557512383,935.5020858558065,339.3299999999999,2.7569094564459573,-35,25
GTY027 25C 11 01 m-50.csv,GTY027 25C 11,299.97,1017.16,326.08,677.83,1584.1395251565975,4.949,301.8602242877349,906.3095251565975,339.3299999999999,2.6708794540907013,-50,25
GTY027 25C 11 02 m-25.csv,GTY027 25C 11,267.81,977.83,301.41,677.83,1512.930668377925,2.0258,365.5915021226183,835.100668377925,300,2.783668894593083,-25,25
GTY027 25C 11 02 m-35.csv,GTY027 25C 11,267.81,977.83,301.41,677.83,1501.954319148058,2.4227,370.4718916910885,824.1243191480579,300,2.74708106382686,-35,25
GTY027 25C 11 02 m-50.csv,GTY027 25C 11,267.81,977.83,301.41,677.83,1469.3366904020177,3.3705,375.84625723186474,791.5066904020176,300,2.6383556346733923,-50,25
GTY027 25C 11 03 m-25.csv,GTY027 25C 11,387.97,957.73,400.41,677.83,1331.8801423487544,2.6695,351.97374227383403,654.0501423487543,279.9,2.336727911213842,-25,25
GTY027 25C 11 03 m-35.csv,GTY027 25C 11,387.97,957.73,400.41,677.83,1330.4923952415331,3.1859,379.76810446027804,652.6623952415331,279.9,2.3317699008271995,-35,25
GTY027 25C 11 03 m-50.csv,GTY027 25C 11,387.97,957.73,400.41,677.83,1310.649742431089,4.426,396.1642385901491,632.8197424310889,279.9,2.260877965098567,-50,25
GTY027 25C 11 04 m-25.csv,GTY027 25C 11,446.45,912.95,196.35,677.83,1225.1950284580441,1.9151,119.55867944232676,547.3650284580441,235.12,2.32802410878719,-25,25
GTY027 25C 11 04 m-35.csv,GTY027 25C 11,446.45,912.95,196.35,677.83,1208.9108523908524,2.405,124.22451143451144,531.0808523908523,235.12,2.2587651088416654,-35,25
GTY027 25C 11 04 m-50.csv,GTY027 25C 11,446.45,912.95,196.35,677.83,1186.932207957437,3.4584,132.0011959287532,509.1022079574369,235.12,2.1652866959741277,-50,25
GTY027 25C 11 05 m-25.csv,GTY027 25C 11,272.84,958.75,510.9,677.83,1590.139209673398,4.011,1727.1808152580402,912.309209673398,280.91999999999996,3.2475765686793325,-25,25
GTY027 25C 11 05 m-35.csv,GTY027 25C 11,272.84,958.75,510.9,677.83,1563.7969018743108,4.535,1629.0513891951489,885.9669018743108,280.91999999999996,3.153805004536206,-35,25
GTY027 25C 11 05 m-50.csv,GTY027 25C 11,272.84,958.75,510.9,677.83,1520.8610412926391,5.57,1523.0623518850987,843.0310412926391,280.91999999999996,3.000964834446245,-50,25
GTY027 25C 11 06 m-25.csv,GTY027 25C 11,300.2,954.41,274.37,677.83,1359.8055513307986,3.682,248.14520912547528,681.9755513307986,276.5799999999999,2.465744274100798,-25,25
GTY027 25C 11 06 m-35.csv,GTY027 25C 11,300.2,954.41,274.37,677.83,1353.1148039451527,4.157,250.30605965840746,675.2848039451527,276.5799999999999,2.441553271911031,-35,25
GTY027 25C 11 06 m-50.csv,GTY027 25C 11,300.2,954.41,274.37,677.83,1333.4277181208054,5.215,257.30935762224357,655.5977181208053,276.5799999999999,2.370372832890323,-50,25
GTY027 25C 11 07 m-25.csv,GTY027 25C 11,408.86,927.34,262.11,677.83,1371.2245167765989,3.487,250.1752079151133,693.3945167765988,249.51,2.779024956020195,-25,25
GTY027 25C 11 07 m-35.csv,GTY027 25C 11,408.86,927.34,262.11,677.83,1358.3592321116928,4.011,247.78986287708798,680.5292321116927,249.51,2.727462755447448,-35,25
GTY027 25C 11 07 m-50.csv,GTY027 25C 11,408.86,927.34,262.11,677.83,1336.8137154150197,5.0600000000000005,250.06006324110672,658.9837154150197,249.51,2.641111440082641,-50,25
GTY027 25C 11 08 m-25.csv,GTY027 25C 11,438.37,882.45,219.05,677.83,1312.0353166815344,2.242,178.08678858162355,634.2053166815343,204.62,3.0994297560430764,-25,25
GTY027 25C 11 08 m-35.csv,GTY027 25C 11,438.37,882.45,219.05,677.83,1301.2195666394114,2.5683000000000002,181.19106841101117,623.3895666394113,204.62,3.0465720195455543,-35,25
GTY027 25C 11 08 m-50.csv,GTY027 25C 11,438.37,882.45,219.05,677.83,1285.7156110102844,3.306,188.75568360556565,607.8856110102844,204.62,2.9708025169107826,-50,25
GTY027 25C 11 09 m-25.csv,GTY027 25C 11,432.01,941.9,255.75,677.83,1377.9378325032283,3.2526,215.84027239746663,700.1078325032282,264.06999999999994,2.6512206327989865,-25,25
GTY027 25C 11 09 m-35.csv,GTY027 25C 11,432.01,941.9,255.75,677.83,1370.9271742627345,3.73,221.05436997319035,693.0971742627345,264.06999999999994,2.624672148531581,-35,25
GTY027 25C 11 09 m-50.csv,GTY027 25C 11,432.01,941.9,255.75,677.83,1359.643861152775,4.667,227.67078637240198,681.8138611527748,264.06999999999994,2.581943655669993,-50,25
GTY027 25C 11 10 m-25.csv,GTY027 25C 11,23.13,1007.62,677.93,677.83,1402.558474889705,3.7853,258.5085911288405,724.7284748897049,329.78999999999996,2.1975453315434215,-25,25
