filename,ItemName,CellMin,CellMean,CellSD,ExtracellularBackground,RawMitoMean,MitoVolume_um3,RawMitoSD,MitoMeanCorr,CellMeanCorr,MitoLoc,MitoThresh,Temp
GTY030 I 25C 14 02 m-25.csv,GTY030 I 25C 14,282.65,545.43,85.5,518.28,723.3135243429556,2.321,137.48200344679017,205.03352434295562,27.149999999999977,7.5518793496484635,-25,25
GTY030 I 25C 14 02 m-35.csv,GTY030 I 25C 14,282.65,545.43,85.5,518.28,714.8565114587122,2.7489999999999997,139.33464896325938,196.57651145871228,27.149999999999977,7.240387162383516,-35,25
GTY030 I 25C 14 02 m-50.csv,GTY030 I 25C 14,282.65,545.43,85.5,518.28,699.3173690078038,3.588,141.9642642140468,181.03736900780382,27.149999999999977,6.6680430573776786,-50,25
GTY030 I 25C 14 03 m-25.csv,GTY030 I 25C 14,253.14,584.08,208.09,518.28,797.42,4.02,201.58,279.14,65.80000000000007,4.242249240121576,-25,25
GTY030 I 25C 14 03 m-35.csv,GTY030 I 25C 14,253.14,584.08,208.09,518.28,780.29,4.53,205.19,262.01,65.80000000000007,3.981914893617017,-35,25
GTY030 I 25C 14 03 m-50.csv,GTY030 I 25C 14,253.14,584.08,208.09,518.28,750.27,5.5,211.58,231.99,65.80000000000007,3.525683890577504,-50,25
GTY030 I 25C 14 04 m-25.csv,GTY030 I 25C 14,264.98,576.21,168.47,518.28,757.1819085394308,2.1430000000000002,216.51729818012132,238.9019085394308,57.930000000000064,4.123975635066986,-25,25
GTY030 I 25C 14 04 m-35.csv,GTY030 I 25C 14,264.98,576.21,168.47,518.28,754.2584921939194,2.434,220.6296096959737,235.97849219391946,57.930000000000064,4.073510999377166,-35,25
GTY030 I 25C 14 04 m-50.csv,GTY030 I 25C 14,264.98,576.21,168.47,518.28,742.0438788231114,3.0963000000000003,224.73160384975614,223.76387882311144,57.930000000000064,3.8626597414657553,-50,25
GTY030 I 25C 15 01 m-25.csv,GTY030 I 25C 15,298.1,598.08,218.29,527.43,789.1787870065789,4.864,199.84112664473685,261.74878700657894,70.65000000000009,3.70486605812567,-25,25
GTY030 I 25C 15 01 m-35.csv,GTY030 I 25C 15,298.1,598.08,218.29,527.43,784.5195381310418,5.586,198.5231686358754,257.0895381310419,70.65000000000009,3.6389177371697317,-35,25
GTY030 I 25C 15 01 m-50.csv,GTY030 I 25C 15,298.1,598.08,218.29,527.43,775.6440036383991,7.146,202.60885250489784,248.21400363839916,70.65000000000009,3.513290921987245,-50,25
GTY030 I 25C 15 02 m-25.csv,GTY030 I 25C 15,214.36,619.86,472.73,527.43,828.4603203670301,5.1004,299.88549878440904,301.0303203670302,92.43000000000006,3.256846482386995,-25,25
GTY030 I 25C 15 02 m-35.csv,GTY030 I 25C 15,214.36,619.86,472.73,527.43,829.2280797227036,5.77,351.3623362218371,301.7980797227036,92.43000000000006,3.2651528694439405,-35,25
GTY030 I 25C 15 02 m-50.csv,GTY030 I 25C 15,214.36,619.86,472.73,527.43,821.5367897881586,7.364,383.5985646387833,294.1067897881586,92.43000000000006,3.181940817788147,-50,25
GTY030 I 25C 15 03 m-25.csv,GTY030 I 25C 15,172.01,600.02,456.06,527.43,981.8905126676601,3.355,1391.2241907600596,454.46051266766017,72.59000000000003,6.260649024213528,-25,25
GTY030 I 25C 15 03 m-35.csv,GTY030 I 25C 15,172.01,600.02,456.06,527.43,979.9546444780635,3.9659999999999997,1418.5012758446796,452.5246444780636,72.59000000000003,6.233980499766681,-35,25
GTY030 I 25C 15 03 m-50.csv,GTY030 I 25C 15,172.01,600.02,456.06,527.43,999.9406222222223,5.175000000000001,1548.9791458937198,472.5106222222223,72.59000000000003,6.509307373222511,-50,25
GTY030 I 25C 16 01 m-25.csv,GTY030 I 25C 16,84.87,618.51,797,529.97,911.1219301399768,3.8935,1688.086694490818,381.1519301399768,88.53999999999996,4.304855772983702,-25,25
GTY030 I 25C 16 01 m-35.csv,GTY030 I 25C 16,84.87,618.51,797,529.97,978.2313000533903,4.4952000000000005,2499.232159636946,448.2613000533903,88.53999999999996,5.062811159401293,-35,25
GTY030 I 25C 16 01 m-50.csv,GTY030 I 25C 16,84.87,618.51,797,529.97,1044.208233465723,5.7909999999999995,3042.8327283716117,514.2382334657229,88.53999999999996,5.807976433992807,-50,25
GTY030 I 25C 16 02 m-25.csv,GTY030 I 25C 16,319.92,598.89,119.7,529.97,768.5082654296087,2.479,141.3910972166196,238.5382654296087,68.91999999999996,3.461089167579931,-25,25
GTY030 I 25C 16 02 m-35.csv,GTY030 I 25C 16,319.92,598.89,119.7,529.97,769.2601384083046,2.89,143.08276816608998,239.29013840830453,68.91999999999996,3.471998525947543,-35,25
GTY030 I 25C 16 02 m-50.csv,GTY030 I 25C 16,319.92,598.89,119.7,529.97,765.6123783783784,3.7,143.26562162162162,235.64237837837834,68.91999999999996,3.4190710733949286,-50,25
GTY030 I 25C 16 03 m-25.csv,GTY030 I 25C 16,209.19,623.34,256.7,529.97,752.1602384868422,4.864,160.24953125000002,222.1902384868422,93.37,2.379674825820308,-25,25
GTY030 I 25C 16 03 m-35.csv,GTY030 I 25C 16,209.19,623.34,256.7,529.97,752.886773255814,5.5040000000000004,179.3859011627907,222.91677325581395,93.37,2.3874560699990783,-35,25
