filename,Name,ID,Volume (µm³),Min (roGFP 470),Max (roGFP 470),Mean (roGFP 470),Sum (roGFP 470),Standard Deviation (roGFP 470),Min (mCherry double),Max (mCherry double),Mean (mCherry double),Sum (mCherry double),Standard Deviation (mCherry double),"Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))",Centroid X (µm),Centroid Y (µm),Centroid Z (µm),Item Name,Population,Type,Number of contained Mito,Compartment ROIs ID,ExtracellularBackground
GTY029 I 25C 01 m-25.csv,ROIs 1,1,228.89,467,1652,701.84,135000000,87.15,214,1218,352.28,67719473,95.46,191.77,12427.39,717.6,138000000,314.32,6.98,8664.34,365.77,70314104,373.54,NA,NA,NA,GTY029 I 25C,ROIs,Object,14,NA,546.91
GTY029 I 25C 01 m-25.csv,Mito 12,13,0.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506.65,1688.59,1020.88,240926.94,245.86,NA,NA,NA,NA,NA,18.35,9.24,2.34,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 01 m-25.csv,Mito 13,14,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,519.08,1197.86,784.36,49414.59,174.64,NA,NA,NA,NA,NA,18.21,10.44,1.73,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 01 m-25.csv,Mito 20,21,0.0262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,781.04,1243.2,971.68,21376.9,119.17,NA,NA,NA,NA,NA,19.4,11.17,1.66,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 01 m-25.csv,Mito 21,22,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,733.62,1333.79,1017.02,69157.61,142.93,NA,NA,NA,NA,NA,19.31,12.23,1.82,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 01 m-25.csv,Mito 26,27,0.0167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,649.38,831.75,750.34,10504.71,56.04,NA,NA,NA,NA,NA,18.97,7.93,2.1,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 01 m-25.csv,Mito 27,28,0.0191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,774.62,945.52,855.82,13693.1,46.12,NA,NA,NA,NA,NA,19.1,8.53,2.33,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 01 m-25.csv,Mito 28,29,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635.2,2277.79,1097.19,100941.59,355.15,NA,NA,NA,NA,NA,16.45,10.9,2.71,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 01 m-25.csv,Mito 34,35,0.0191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,613.13,994.05,776.34,12421.49,105.91,NA,NA,NA,NA,NA,17.61,8.82,3.36,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 01 m-25.csv,Mito 35,36,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.86,1792.15,1048.21,1377347.12,146.56,NA,NA,NA,NA,NA,18.11,11.54,3.36,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 01 m-25.csv,Mito 36,37,0.0512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,710.88,1580.21,1063.4,45726.23,179.12,NA,NA,NA,NA,NA,18.06,13.8,2.94,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 01 m-25.csv,Mito 45,46,0.0119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,844.52,1068.43,929.28,9292.81,71.1,NA,NA,NA,NA,NA,18.84,12.3,3.84,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 01 m-25.csv,Mito 47,48,0.0464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,818.82,1143.59,947.9,36968.17,77.5,NA,NA,NA,NA,NA,17.74,12.63,3.84,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 01 m-25.csv,Mito 48,49,0.0262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1124.41,2694.14,1904.36,41895.87,550.38,NA,NA,NA,NA,NA,18.71,12.92,3.72,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 01 m-25.csv,Mito 49,50,0.0167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,708.25,937.44,850.24,11903.31,67.73,NA,NA,NA,NA,NA,17.75,13.3,3.56,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 01 m-35.csv,ROIs 1,1,228.89,467,1652,701.84,135000000,87.15,214,1218,352.28,67719473,95.46,191.77,12427.39,717.6,138000000,314.32,6.98,8664.34,365.77,70314104,373.54,NA,NA,NA,GTY029 I 25C,ROIs,Object,10,NA,546.91
GTY029 I 25C 01 m-35.csv,Mito 14,15,0.0869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,516.11,1197.86,785.49,57340.69,180.06,NA,NA,NA,NA,NA,18.22,10.44,1.73,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 01 m-35.csv,Mito 18,19,0.351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506.65,1688.59,1017.86,300269.78,242.77,NA,NA,NA,NA,NA,18.35,9.23,2.33,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 01 m-35.csv,Mito 19,20,0.0369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718.4,1291.52,979.04,30350.35,138.19,NA,NA,NA,NA,NA,19.4,11.18,1.67,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 01 m-35.csv,Mito 24,25,0.0726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629.94,982.38,802.23,48936.04,85.92,NA,NA,NA,NA,NA,19.05,8.19,2.23,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 01 m-35.csv,Mito 29,30,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632.93,2277.79,1088.99,132856.75,347.18,NA,NA,NA,NA,NA,16.45,10.91,2.7,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 01 m-35.csv,Mito 32,33,0.0286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,613.13,999.84,794.6,19070.5,109.31,NA,NA,NA,NA,NA,17.62,8.82,3.31,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 01 m-35.csv,Mito 39,40,0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,844.52,1214.88,969.04,20349.94,87.96,NA,NA,NA,NA,NA,18.84,12.29,3.79,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 01 m-35.csv,Mito 41,42,0.0655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,818.82,1159.9,971.09,53409.75,89.11,NA,NA,NA,NA,NA,17.74,12.64,3.85,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 01 m-35.csv,Mito 42,43,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360.52,4427.87,1055.73,2030170.38,211.91,NA,NA,NA,NA,NA,18.2,11.77,3.26,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 01 m-35.csv,Mito 46,47,0.0179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,873.72,1077.1,969.92,14548.78,62.49,NA,NA,NA,NA,NA,17.8,12,4.04,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 01 m-50.csv,ROIs 1,1,228.89,467,1652,701.84,135000000,87.15,214,1218,352.28,67719473,95.46,191.77,12427.39,717.6,138000000,314.32,6.98,8664.34,365.77,70314104,373.54,NA,NA,NA,GTY029 I 25C,ROIs,Object,6,NA,546.91
GTY029 I 25C 01 m-50.csv,Mito 14,15,0.0619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619.5,1291.52,940.95,48929.26,155.74,NA,NA,NA,NA,NA,19.4,11.19,1.73,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 01 m-50.csv,Mito 15,16,0.162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600.93,1003.43,793.52,107918.72,93.33,NA,NA,NA,NA,NA,19.07,8.16,2.27,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 01 m-50.csv,Mito 21,22,0.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556.04,2277.79,1081.22,196782.78,335.7,NA,NA,NA,NA,NA,16.45,10.93,2.72,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 01 m-50.csv,Mito 23,24,0.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506.65,1688.59,988.42,446765.53,233.57,NA,NA,NA,NA,NA,18.29,9.2,2.43,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 01 m-50.csv,Mito 31,32,3.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360.52,4650.97,1045.43,3192737.25,266.74,NA,NA,NA,NA,NA,18.23,11.83,3.22,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 01 m-50.csv,Mito 37,38,0.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,818.82,1252.5,997.24,102715.9,106.42,NA,NA,NA,NA,NA,17.71,12.65,3.85,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 02 m-25.csv,ROIs 1,1,155.5,486,962,697.34,91071907,73.93,228,2130,404.09,52773673,159.26,223.75,2171.26,696.22,90926248,248.63,0.431,22506.57,429.25,56059596,836.74,NA,NA,NA,GTY029 I 25C,ROIs,Object,3,NA,546.91
GTY029 I 25C 02 m-25.csv,Mito 17,18,0.0905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,895.96,1469.39,1187.04,90214.99,148.65,NA,NA,NA,NA,NA,19.24,37.34,1.47,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 02 m-25.csv,Mito 18,19,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449.91,1917.84,1078.03,1479060.5,292.89,NA,NA,NA,NA,NA,17.23,38.2,2.23,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 02 m-25.csv,Mito 56,57,1.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.64,1347.89,898.97,868408.31,178.21,NA,NA,NA,NA,NA,19.59,38.27,3.3,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 02 m-35.csv,ROIs 1,1,155.5,486,962,697.34,91071907,73.93,228,2130,404.09,52773673,159.26,223.75,2171.26,696.22,90926248,248.63,0.431,22506.57,429.25,56059596,836.74,NA,NA,NA,GTY029 I 25C,ROIs,Object,3,NA,546.91
GTY029 I 25C 02 m-35.csv,Mito 16,17,0.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,855.52,1469.39,1176.17,105854.91,150.66,NA,NA,NA,NA,NA,19.25,37.35,1.5,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 02 m-35.csv,Mito 17,18,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.24,1917.84,1062.36,1653024.88,299.06,NA,NA,NA,NA,NA,17.24,38.19,2.22,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 02 m-35.csv,Mito 50,51,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.64,1347.89,896.8,994552.13,179.02,NA,NA,NA,NA,NA,19.59,38.28,3.31,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 02 m-50.csv,ROIs 1,1,155.5,486,962,697.34,91071907,73.93,228,2130,404.09,52773673,159.26,223.75,2171.26,696.22,90926248,248.63,0.431,22506.57,429.25,56059596,836.74,NA,NA,NA,GTY029 I 25C,ROIs,Object,3,NA,546.91
GTY029 I 25C 02 m-50.csv,Mito 8,9,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374.64,1917.84,1041.66,1963521,305.58,NA,NA,NA,NA,NA,17.25,38.18,2.2,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 02 m-50.csv,Mito 13,14,0.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,820.46,1761.51,1186.06,150630.02,189.8,NA,NA,NA,NA,NA,19.26,37.35,1.51,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 02 m-50.csv,Mito 32,33,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.64,1460.75,893.77,1258430.38,186.4,NA,NA,NA,NA,NA,19.59,38.27,3.31,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 03 m-25.csv,ROIs 1,1,240.62,477,1775,758.74,153000000,106.99,215,1319,366.57,74076746,102.86,102.92,15271.14,771.81,156000000,378.32,0.232,13082.58,381.48,77091240,489.82,NA,NA,NA,GTY029 I 25C,ROIs,Object,7,NA,546.91
GTY029 I 25C 03 m-25.csv,Mito 22,23,0.0345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,676.48,1674.44,1064.61,30873.63,231.04,NA,NA,NA,NA,NA,21.25,45.28,1.69,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 03 m-25.csv,Mito 24,25,0.0476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662.53,988.08,849.41,33976.57,82.44,NA,NA,NA,NA,NA,21.68,44.1,2.13,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 03 m-25.csv,Mito 29,30,0.0417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618,1038.79,802.19,28076.65,136.29,NA,NA,NA,NA,NA,21.15,44.2,2.16,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 03 m-25.csv,Mito 38,39,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,655.94,1362.26,1057.4,106797.4,175.83,NA,NA,NA,NA,NA,19.96,43.02,3.22,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 03 m-25.csv,Mito 41,42,0.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,601.06,1813.88,1078.22,684666.69,231.23,NA,NA,NA,NA,NA,23.75,39.77,3.12,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 03 m-25.csv,Mito 42,43,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426.91,2714.79,1143.9,2210006.25,330.88,NA,NA,NA,NA,NA,20.44,43.74,2.67,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 03 m-25.csv,Mito 57,58,0.0619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,786.25,1317.49,1008.73,52454.2,119.3,NA,NA,NA,NA,NA,20.68,43.11,4.04,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 03 m-35.csv,ROIs 1,1,240.62,477,1775,758.74,153000000,106.99,215,1319,366.57,74076746,102.86,102.92,15271.14,771.81,156000000,378.32,0.232,13082.58,381.48,77091240,489.82,NA,NA,NA,GTY029 I 25C,ROIs,Object,6,NA,546.91
GTY029 I 25C 03 m-35.csv,Mito 20,21,0.0464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640.19,1674.44,1009.24,39360.52,235.64,NA,NA,NA,NA,NA,21.24,45.28,1.71,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 03 m-35.csv,Mito 22,23,0.0572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651.78,1008.93,852.56,40923,88.78,NA,NA,NA,NA,NA,21.68,44.1,2.18,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 03 m-35.csv,Mito 26,27,0.0583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618,1038.79,817.97,40080.31,141.12,NA,NA,NA,NA,NA,21.14,44.22,2.15,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 03 m-35.csv,Mito 27,28,2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426.91,2714.79,1130.78,2746675.5,323.89,NA,NA,NA,NA,NA,20.43,43.71,2.69,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 03 m-35.csv,Mito 36,37,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594.64,1868.27,1076.76,795728.63,234.25,NA,NA,NA,NA,NA,23.73,39.78,3.14,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 03 m-35.csv,Mito 51,52,0.0738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,786.25,1317.49,1009.07,62562.38,121.6,NA,NA,NA,NA,NA,20.67,43.12,4.07,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 03 m-50.csv,ROIs 1,1,240.62,477,1775,758.74,153000000,106.99,215,1319,366.57,74076746,102.86,102.92,15271.14,771.81,156000000,378.32,0.232,13082.58,381.48,77091240,489.82,NA,NA,NA,GTY029 I 25C,ROIs,Object,4,NA,546.91
GTY029 I 25C 03 m-50.csv,Mito 19,20,4.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.44,2714.79,1106.47,3934602,316.64,NA,NA,NA,NA,NA,20.5,43.78,2.63,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 03 m-50.csv,Mito 27,28,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550.9,1995.99,1074.64,1012311.44,241.66,NA,NA,NA,NA,NA,23.73,39.78,3.14,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 03 m-50.csv,Mito 39,40,0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,783.51,1317.49,1009.18,97890.28,125.86,NA,NA,NA,NA,NA,20.67,43.13,4.1,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 03 m-50.csv,Mito 40,41,0.0119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,809.61,1336.47,1026.25,10262.47,166.61,NA,NA,NA,NA,NA,20.18,43.79,4.5,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 04 m-25.csv,ROIs 1,1,267.88,447,1128,703.58,158000000,83.79,210,1410,362.62,81580311,96.55,165.61,3918.23,707.36,159000000,266.1,1e-6,14728.27,377.8,84994808,549.45,NA,NA,NA,GTY029 I 25C,ROIs,Object,6,NA,546.91
GTY029 I 25C 04 m-25.csv,Mito 1,2,0.0548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.6,493.05,433.93,19960.75,38.25,NA,NA,NA,NA,NA,18.41,51.48,0.365,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 04 m-25.csv,Mito 2,3,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398.23,1374.46,541.08,25430.8,217.41,NA,NA,NA,NA,NA,18,51.82,0.472,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 04 m-25.csv,Mito 10,11,0.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619.28,1942.82,1132.36,508431.37,207.77,NA,NA,NA,NA,NA,17.63,50.14,1.65,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 04 m-25.csv,Mito 11,12,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462.54,1600.89,1002.4,1022444.44,176.16,NA,NA,NA,NA,NA,17.13,52.92,2.76,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 04 m-25.csv,Mito 39,40,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562.05,1425.98,862.23,80187.45,174.43,NA,NA,NA,NA,NA,19.03,50.56,3.5,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 04 m-25.csv,Mito 43,44,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,481.23,2653.5,955.55,1082636,247.06,NA,NA,NA,NA,NA,14.1,52.78,2.95,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 04 m-35.csv,ROIs 1,1,267.88,447,1128,703.58,158000000,83.79,210,1410,362.62,81580311,96.55,165.61,3918.23,707.36,159000000,266.1,1e-6,14728.27,377.8,84994808,549.45,NA,NA,NA,GTY029 I 25C,ROIs,Object,5,NA,546.91
GTY029 I 25C 04 m-35.csv,Mito 1,2,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346.6,1428.24,528.26,92974.12,252,NA,NA,NA,NA,NA,18.21,51.64,0.409,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 04 m-35.csv,Mito 12,13,0.632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,619.28,1942.82,1139.65,605154.94,222.93,NA,NA,NA,NA,NA,17.62,50.15,1.67,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 04 m-35.csv,Mito 28,29,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462.54,1639.11,996.9,1122514,179,NA,NA,NA,NA,NA,17.13,52.92,2.76,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 04 m-35.csv,Mito 34,35,0.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562.05,1425.98,863.09,92350.34,174.33,NA,NA,NA,NA,NA,19.04,50.56,3.48,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 04 m-35.csv,Mito 37,38,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479.29,2691.07,950.16,1251358.88,250,NA,NA,NA,NA,NA,14.09,52.78,2.95,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 04 m-50.csv,ROIs 1,1,267.88,447,1128,703.58,158000000,83.79,210,1410,362.62,81580311,96.55,165.61,3918.23,707.36,159000000,266.1,1e-6,14728.27,377.8,84994808,549.45,NA,NA,NA,GTY029 I 25C,ROIs,Object,5,NA,546.91
GTY029 I 25C 04 m-50.csv,Mito 1,2,0.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332.6,1564.68,604.31,219969.05,335.2,NA,NA,NA,NA,NA,18.21,51.63,0.43,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 04 m-50.csv,Mito 9,10,0.835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560.18,1942.82,1139.93,799087.44,236.99,NA,NA,NA,NA,NA,17.6,50.18,1.68,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 04 m-50.csv,Mito 20,21,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,462.54,1681.14,983.93,1344045.25,185.19,NA,NA,NA,NA,NA,17.14,52.91,2.78,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 04 m-50.csv,Mito 28,29,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562.05,1425.98,847.32,113540.21,171.33,NA,NA,NA,NA,NA,19.03,50.57,3.5,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 04 m-50.csv,Mito 29,30,1.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479.29,3296.66,939.83,1573269,258.56,NA,NA,NA,NA,NA,14.08,52.79,2.95,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 05 m-25.csv,ROIs 1,1,217.44,475,1328,711.51,130000000,86.02,226,1356,364.27,66521680,80.24,248.53,10558.9,724.86,132000000,269.64,11.46,16063.85,383.94,70113776,470.92,NA,NA,NA,GTY029 I 25C,ROIs,Object,11,NA,546.91
GTY029 I 25C 05 m-25.csv,Mito 5,6,0.0452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,542.75,1626.62,1136,43168.04,353.97,NA,NA,NA,NA,NA,34.74,37.96,0.9,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 05 m-25.csv,Mito 8,9,0.0607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494.98,1838.09,1234.88,62979.13,329.83,NA,NA,NA,NA,NA,32.73,37.12,0.947,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 05 m-25.csv,Mito 9,10,0.0941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999.93,1639.69,1319.95,104276.27,187.33,NA,NA,NA,NA,NA,35.88,38.09,1.5,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 05 m-25.csv,Mito 15,16,0.0286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1045.48,1478.6,1243.57,29845.58,134.32,NA,NA,NA,NA,NA,35.09,35.04,1.3,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 05 m-25.csv,Mito 16,17,0.0191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,879.32,1448.79,1133.65,18138.41,184.12,NA,NA,NA,NA,NA,35.47,35.5,1.11,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 05 m-25.csv,Mito 23,24,0.0595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,722.61,1644.06,1143.3,57165.1,210.71,NA,NA,NA,NA,NA,34.29,34.56,2.14,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 05 m-25.csv,Mito 30,31,0.0333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,734.91,1154.16,968.08,27106.15,107.43,NA,NA,NA,NA,NA,35.86,40.73,2.54,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 05 m-25.csv,Mito 32,33,0.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357.66,5755.65,1191.94,982158.69,494.6,NA,NA,NA,NA,NA,33.15,35.39,2.78,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 05 m-25.csv,Mito 37,38,0.213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,607.81,1917.17,1065.86,190789.67,285.98,NA,NA,NA,NA,NA,36.08,36.69,2.88,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 05 m-25.csv,Mito 54,55,0.0393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,760.8,1214.81,937,30920.92,118.38,NA,NA,NA,NA,NA,35.13,36.49,4.05,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 05 m-25.csv,Mito 55,56,0.932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,517.96,2278.84,1109.79,868968.88,276.8,NA,NA,NA,NA,NA,34.48,38.46,3.36,GTY029 I 25C,Mito,Object,NA,1,546.91
GTY029 I 25C 05 m-35.csv,ROIs 1,1,217.44,475,1328,711.51,130000000,86.02,226,1356,364.27,66521680,80.24,248.53,10558.9,724.86,132000000,269.64,11.46,16063.85,383.94,70113776,470.92,NA,NA,NA,GTY029 I 25C,ROIs,Object,11,NA,546.91
GTY029 I 25C 05 m-35.csv,Mito 2,3,0.0274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459.38,589.87,531.22,12218.02,39.92,NA,NA,NA,NA,NA,33.46,36.76,0.417,GTY029 I 25C,Mito,Object,NA,1,546.91
